"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Bridged Race"	"Bridged Race Code"	Births
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	616
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	376
	"2014"	"2014"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	359
	"2014"	"2014"	"Wake County, NC"	"37183"	"White"	"2106-3"	463
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	689
	"2014"	"2014"	"Franklin County, OH"	"39049"	"White"	"2106-3"	760
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	511
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	435
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	208
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	353
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	299
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	482
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	193
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	386
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	197
	"2014"	"2014"	"Greenville County, SC"	"45045"	"White"	"2106-3"	248
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	414
	"2014"	"2014"	"Davidson County, TN"	"47037"	"White"	"2106-3"	375
	"2014"	"2014"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	80
	"2014"	"2014"	"Knox County, TN"	"47093"	"White"	"2106-3"	312
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1175
	"2014"	"2014"	"Shelby County, TN"	"47157"	"White"	"2106-3"	269
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	221
	"2014"	"2014"	"Richmond city, VA"	"51760"	"White"	"2106-3"	63
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	622
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	287
	"2015"	"2015"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	642
	"2015"	"2015"	"Duval County, FL"	"12031"	"White"	"2106-3"	466
	"2015"	"2015"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	588
	"2015"	"2015"	"Marion County, IN"	"18097"	"White"	"2106-3"	536
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	340
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	469
	"2015"	"2015"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	174
	"2015"	"2015"	"Kent County, MI"	"26081"	"White"	"2106-3"	386
	"2015"	"2015"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	376
	"2015"	"2015"	"Jackson County, MO"	"29095"	"White"	"2106-3"	350
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	539
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	453
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	408
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	135
	"2015"	"2015"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	200
	"2015"	"2015"	"Douglas County, NE"	"31055"	"White"	"2106-3"	381
	"2015"	"2015"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	324
	"2015"	"2015"	"Guilford County, NC"	"37081"	"White"	"2106-3"	162
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	678
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	355
	"2015"	"2015"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	347
	"2015"	"2015"	"Wake County, NC"	"37183"	"White"	"2106-3"	407
	"2015"	"2015"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	631
	"2015"	"2015"	"Franklin County, OH"	"39049"	"White"	"2106-3"	808
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	504
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	416
	"2015"	"2015"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	243
	"2015"	"2015"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	351
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	324
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	460
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	165
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	389
	"2015"	"2015"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	172
	"2015"	"2015"	"Greenville County, SC"	"45045"	"White"	"2106-3"	277
	"2015"	"2015"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	411
	"2015"	"2015"	"Davidson County, TN"	"47037"	"White"	"2106-3"	353
	"2015"	"2015"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	81
	"2015"	"2015"	"Knox County, TN"	"47093"	"White"	"2106-3"	324
	"2015"	"2015"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1213
	"2015"	"2015"	"Shelby County, TN"	"47157"	"White"	"2106-3"	233
	"2015"	"2015"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	269
	"2015"	"2015"	"Richmond city, VA"	"51760"	"White"	"2106-3"	57
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	604
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	329
	"2016"	"2016"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	698
	"2016"	"2016"	"Duval County, FL"	"12031"	"White"	"2106-3"	453
	"2016"	"2016"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	572
	"2016"	"2016"	"Marion County, IN"	"18097"	"White"	"2106-3"	537
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	402
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	485
	"2016"	"2016"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	172
	"2016"	"2016"	"Kent County, MI"	"26081"	"White"	"2106-3"	385
	"2016"	"2016"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	386
	"2016"	"2016"	"Jackson County, MO"	"29095"	"White"	"2106-3"	373
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	528
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	461
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	411
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	127
	"2016"	"2016"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	186
	"2016"	"2016"	"Douglas County, NE"	"31055"	"White"	"2106-3"	332
	"2016"	"2016"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	321
	"2016"	"2016"	"Guilford County, NC"	"37081"	"White"	"2106-3"	153
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	661
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	399
	"2016"	"2016"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	360
	"2016"	"2016"	"Wake County, NC"	"37183"	"White"	"2106-3"	424
	"2016"	"2016"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	712
	"2016"	"2016"	"Franklin County, OH"	"39049"	"White"	"2106-3"	779
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	507
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	438
	"2016"	"2016"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	240
	"2016"	"2016"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	351
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	305
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	449
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	219
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	358
	"2016"	"2016"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	165
	"2016"	"2016"	"Greenville County, SC"	"45045"	"White"	"2106-3"	260
	"2016"	"2016"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	337
	"2016"	"2016"	"Davidson County, TN"	"47037"	"White"	"2106-3"	347
	"2016"	"2016"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	69
	"2016"	"2016"	"Knox County, TN"	"47093"	"White"	"2106-3"	313
	"2016"	"2016"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1132
	"2016"	"2016"	"Shelby County, TN"	"47157"	"White"	"2106-3"	247
	"2016"	"2016"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	249
	"2016"	"2016"	"Richmond city, VA"	"51760"	"White"	"2106-3"	59
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	646
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	316
	"2017"	"2017"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	707
	"2017"	"2017"	"Duval County, FL"	"12031"	"White"	"2106-3"	406
	"2017"	"2017"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	649
	"2017"	"2017"	"Marion County, IN"	"18097"	"White"	"2106-3"	556
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	330
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	429
	"2017"	"2017"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	176
	"2017"	"2017"	"Kent County, MI"	"26081"	"White"	"2106-3"	378
	"2017"	"2017"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	389
	"2017"	"2017"	"Jackson County, MO"	"29095"	"White"	"2106-3"	356
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	586
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	416
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	387
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	105
	"2017"	"2017"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	186
	"2017"	"2017"	"Douglas County, NE"	"31055"	"White"	"2106-3"	350
	"2017"	"2017"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	380
	"2017"	"2017"	"Guilford County, NC"	"37081"	"White"	"2106-3"	173
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	655
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	400
	"2017"	"2017"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	345
	"2017"	"2017"	"Wake County, NC"	"37183"	"White"	"2106-3"	424
	"2017"	"2017"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	689
	"2017"	"2017"	"Franklin County, OH"	"39049"	"White"	"2106-3"	764
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	510
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	430
	"2017"	"2017"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	287
	"2017"	"2017"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	328
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	287
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	434
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	203
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	353
	"2017"	"2017"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	199
	"2017"	"2017"	"Greenville County, SC"	"45045"	"White"	"2106-3"	280
	"2017"	"2017"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	401
	"2017"	"2017"	"Davidson County, TN"	"47037"	"White"	"2106-3"	337
	"2017"	"2017"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	89
	"2017"	"2017"	"Knox County, TN"	"47093"	"White"	"2106-3"	277
	"2017"	"2017"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1183
	"2017"	"2017"	"Shelby County, TN"	"47157"	"White"	"2106-3"	228
	"2017"	"2017"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	253
	"2017"	"2017"	"Richmond city, VA"	"51760"	"White"	"2106-3"	57
"---"
"Dataset: Natality, 2007-2017"
"Query Parameters:"
"Title:"
"Age of Mother 9: All"
"Birthplace: All"
"Birth Weight 12: 499 grams or less, 500 - 999 grams, 1000 - 1499 grams, 1500 - 1999 grams, 2000 - 2499 grams"
"Bridged Race: Black or African American, White"
"Chronic Hypertension: All"
"Delivery Method: All"
"Diabetes: All"
"Eclampsia: All"
"Education: All"
"Expanded Hispanic Origin: All"
"Gender: All"
"Hispanic Origin: Not Hispanic or Latino"
"Live Birth Order: All"
"LMP Gestational Age 11: All"
"Marital Status: All"
"Medical Attendant: All"
"Month: All"
"Month Prenatal Care Began: All"
"OE Gestational Age 11: All"
"Plurality or Multiple Birth: All"
"Pregnancy-associated Hypertension: All"
"Single Race: All"
"States: Jefferson County, AL (01073), Duval County, FL (12031), Marion County, IN (18097), Jefferson County, KY (21111), Kent"
"County, MI (26081), Jackson County, MO (29095), St. Louis County, MO (29189), St. Louis city, MO (29510), Douglas County, NE"
"(31055), Guilford County, NC (37081), Mecklenburg County, NC (37119), Wake County, NC (37183), Franklin County, OH (39049),"
"Hamilton County, OH (39061), Montgomery County, OH (39113), Oklahoma County, OK (40109), Tulsa County, OK (40143), Greenville"
"County, SC (45045), Davidson County, TN (47037), Knox County, TN (47093), Shelby County, TN (47157), Richmond city, VA (51760)"
"Tobacco Use: All"
"Weekday: All"
"Year: All, 2007 to 2017"
"Group By: Year, County, Bridged Race"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Jan 4, 2019 4:56:54 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2017, on CDC"
"WONDER Online Database, October 2018. Accessed at http://wonder.cdc.gov/natality-current.html on Jan 4, 2019 4:56:54 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the data"
"for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because they did"
"not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR (05045);"
"Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta County, GA"
"(13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA (13185);"
"Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037); Kendall"
"County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY (21093);"
"Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063); Cecil"
"County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County, MO"
"(29071); Missoula County, MT (30063); Sandoval County, NM (35043); Tompkins County, NY (36109); Brunswick County, NC (37019);"
"Craven County, NC (37049); Harnett County, NC (37085); Henderson County, NC (37089); Miami County, OH (39109); Canadian County,"
"OK (40017); Adams County, PA (42001); Dorchester County, SC (45035); Pennington County, SD (46103); Wilson County, TN (47189);"
"Comal County, TX (48091); Guadalupe County, TX (48187); Hays County, TX (48209); Kaufman County, TX (48257); Parker County, TX"
"(48367); Cache County, UT (49005); Washington County, UT (49053); Spotsylvania County, VA (51177); Stafford County, VA (51179);"
"Cowlitz County, WA (53015); Berkeley County, WV (54003); Fond du Lac County, WI (55039); Walworth County, WI (55127). <br/>"
"After 2013 the data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the"
"county because they did not meet minimum population standards. Cape May County, NJ (34009); Portsmouth city, VA (51740)."
"4. Data for some counties in New York and Virginia have been revised for 2014 births based on updated residence population. More"
"information: http://wonder.cdc.gov/wonder/help/Natality.html#county_2014."
"5. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
