"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	Births
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3698
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6853
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2507
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1733
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1269
	"2014"	"2014"	"Douglas County, NE"	"31055"	"White"	"2106-3"	5391
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2434
	"2014"	"2014"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2376
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4621
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5762
	"2014"	"2014"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2807
	"2014"	"2014"	"Wake County, NC"	"37183"	"White"	"2106-3"	6788
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5384
	"2014"	"2014"	"Franklin County, OH"	"39049"	"White"	"2106-3"	10502
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3630
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	6396
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1712
	"2014"	"2014"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	4431
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2190
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	6338
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1350
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	5458
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1312
	"2014"	"2014"	"Greenville County, SC"	"45045"	"White"	"2106-3"	4016
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	3006
	"2014"	"2014"	"Davidson County, TN"	"47037"	"White"	"2106-3"	5245
	"2014"	"2014"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	555
	"2014"	"2014"	"Knox County, TN"	"47093"	"White"	"2106-3"	4156
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	8344
	"2014"	"2014"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3641
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1598
	"2014"	"2014"	"Richmond city, VA"	"51760"	"White"	"2106-3"	894
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	4051
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	3840
	"2015"	"2015"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	4674
	"2015"	"2015"	"Duval County, FL"	"12031"	"White"	"2106-3"	6243
	"2015"	"2015"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	4590
	"2015"	"2015"	"Marion County, IN"	"18097"	"White"	"2106-3"	6975
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	2615
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	6251
	"2015"	"2015"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	1230
	"2015"	"2015"	"Kent County, MI"	"26081"	"White"	"2106-3"	5960
	"2015"	"2015"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	2672
	"2015"	"2015"	"Jackson County, MO"	"29095"	"White"	"2106-3"	5224
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3803
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6732
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2438
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1707
	"2015"	"2015"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1282
	"2015"	"2015"	"Douglas County, NE"	"31055"	"White"	"2106-3"	5297
	"2015"	"2015"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2454
	"2015"	"2015"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2383
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4752
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5807
	"2015"	"2015"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2897
	"2015"	"2015"	"Wake County, NC"	"37183"	"White"	"2106-3"	6854
	"2015"	"2015"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5451
	"2015"	"2015"	"Franklin County, OH"	"39049"	"White"	"2106-3"	10545
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3594
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	6293
	"2015"	"2015"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1789
	"2015"	"2015"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	4404
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2170
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	6467
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1350
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	5607
	"2015"	"2015"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1289
	"2015"	"2015"	"Greenville County, SC"	"45045"	"White"	"2106-3"	4062
	"2015"	"2015"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	2992
	"2015"	"2015"	"Davidson County, TN"	"47037"	"White"	"2106-3"	5183
	"2015"	"2015"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	542
	"2015"	"2015"	"Knox County, TN"	"47093"	"White"	"2106-3"	4250
	"2015"	"2015"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	8088
	"2015"	"2015"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3465
	"2015"	"2015"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1718
	"2015"	"2015"	"Richmond city, VA"	"51760"	"White"	"2106-3"	888
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	3866
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	3890
	"2016"	"2016"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	4760
	"2016"	"2016"	"Duval County, FL"	"12031"	"White"	"2106-3"	6173
	"2016"	"2016"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	4566
	"2016"	"2016"	"Marion County, IN"	"18097"	"White"	"2106-3"	6740
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	2657
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	5828
	"2016"	"2016"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	1208
	"2016"	"2016"	"Kent County, MI"	"26081"	"White"	"2106-3"	5966
	"2016"	"2016"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	2615
	"2016"	"2016"	"Jackson County, MO"	"29095"	"White"	"2106-3"	5235
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3718
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6724
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2313
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1579
	"2016"	"2016"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1274
	"2016"	"2016"	"Douglas County, NE"	"31055"	"White"	"2106-3"	5308
	"2016"	"2016"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2520
	"2016"	"2016"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2417
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4712
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5811
	"2016"	"2016"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2799
	"2016"	"2016"	"Wake County, NC"	"37183"	"White"	"2106-3"	6903
	"2016"	"2016"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5707
	"2016"	"2016"	"Franklin County, OH"	"39049"	"White"	"2106-3"	10176
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3465
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	6159
	"2016"	"2016"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1767
	"2016"	"2016"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	4342
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2224
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	6110
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1424
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	5413
	"2016"	"2016"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1228
	"2016"	"2016"	"Greenville County, SC"	"45045"	"White"	"2106-3"	3913
	"2016"	"2016"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	2699
	"2016"	"2016"	"Davidson County, TN"	"47037"	"White"	"2106-3"	4982
	"2016"	"2016"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	580
	"2016"	"2016"	"Knox County, TN"	"47093"	"White"	"2106-3"	4068
	"2016"	"2016"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	7757
	"2016"	"2016"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3454
	"2016"	"2016"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1638
	"2016"	"2016"	"Richmond city, VA"	"51760"	"White"	"2106-3"	896
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	3970
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	3847
	"2017"	"2017"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	4814
	"2017"	"2017"	"Duval County, FL"	"12031"	"White"	"2106-3"	6057
	"2017"	"2017"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	4721
	"2017"	"2017"	"Marion County, IN"	"18097"	"White"	"2106-3"	6577
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	2689
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	5691
	"2017"	"2017"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	1279
	"2017"	"2017"	"Kent County, MI"	"26081"	"White"	"2106-3"	5766
	"2017"	"2017"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	2738
	"2017"	"2017"	"Jackson County, MO"	"29095"	"White"	"2106-3"	4996
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3892
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6210
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2178
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1556
	"2017"	"2017"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1277
	"2017"	"2017"	"Douglas County, NE"	"31055"	"White"	"2106-3"	4813
	"2017"	"2017"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2557
	"2017"	"2017"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2308
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4706
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5694
	"2017"	"2017"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2717
	"2017"	"2017"	"Wake County, NC"	"37183"	"White"	"2106-3"	6697
	"2017"	"2017"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5725
	"2017"	"2017"	"Franklin County, OH"	"39049"	"White"	"2106-3"	10225
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3531
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	6080
	"2017"	"2017"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1897
	"2017"	"2017"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	4311
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2094
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	5644
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1336
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	5054
	"2017"	"2017"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1290
	"2017"	"2017"	"Greenville County, SC"	"45045"	"White"	"2106-3"	4003
	"2017"	"2017"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	2786
	"2017"	"2017"	"Davidson County, TN"	"47037"	"White"	"2106-3"	5093
	"2017"	"2017"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	559
	"2017"	"2017"	"Knox County, TN"	"47093"	"White"	"2106-3"	4084
	"2017"	"2017"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	7843
	"2017"	"2017"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3399
	"2017"	"2017"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1635
	"2017"	"2017"	"Richmond city, VA"	"51760"	"White"	"2106-3"	850
	"2018"	"2018"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	3795
	"2018"	"2018"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	3779
	"2018"	"2018"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	4705
	"2018"	"2018"	"Duval County, FL"	"12031"	"White"	"2106-3"	5959
	"2018"	"2018"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	4836
	"2018"	"2018"	"Marion County, IN"	"18097"	"White"	"2106-3"	6231
	"2018"	"2018"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	2567
	"2018"	"2018"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	5457
	"2018"	"2018"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	1315
	"2018"	"2018"	"Kent County, MI"	"26081"	"White"	"2106-3"	5681
	"2018"	"2018"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	2639
	"2018"	"2018"	"Jackson County, MO"	"29095"	"White"	"2106-3"	4825
	"2018"	"2018"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3907
	"2018"	"2018"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6214
	"2018"	"2018"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2204
	"2018"	"2018"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1505
	"2018"	"2018"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1284
	"2018"	"2018"	"Douglas County, NE"	"31055"	"White"	"2106-3"	4926
	"2018"	"2018"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2544
	"2018"	"2018"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2295
	"2018"	"2018"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4749
	"2018"	"2018"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5640
	"2018"	"2018"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2701
	"2018"	"2018"	"Wake County, NC"	"37183"	"White"	"2106-3"	6494
	"2018"	"2018"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5756
	"2018"	"2018"	"Franklin County, OH"	"39049"	"White"	"2106-3"	9706
	"2018"	"2018"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3557
	"2018"	"2018"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	6020
	"2018"	"2018"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1885
	"2018"	"2018"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	4132
	"2018"	"2018"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2140
	"2018"	"2018"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	5426
	"2018"	"2018"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1362
	"2018"	"2018"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	4846
	"2018"	"2018"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1266
	"2018"	"2018"	"Greenville County, SC"	"45045"	"White"	"2106-3"	3853
	"2018"	"2018"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	2804
	"2018"	"2018"	"Davidson County, TN"	"47037"	"White"	"2106-3"	4937
	"2018"	"2018"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	570
	"2018"	"2018"	"Knox County, TN"	"47093"	"White"	"2106-3"	4004
	"2018"	"2018"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	7691
	"2018"	"2018"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3484
	"2018"	"2018"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1610
	"2018"	"2018"	"Richmond city, VA"	"51760"	"White"	"2106-3"	972
	"2019"	"2019"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	3842
	"2019"	"2019"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	3719
	"2019"	"2019"	"Duval County, FL"	"12031"	"Black or African American"	"2054-5"	4793
	"2019"	"2019"	"Duval County, FL"	"12031"	"White"	"2106-3"	5860
	"2019"	"2019"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	4844
	"2019"	"2019"	"Marion County, IN"	"18097"	"White"	"2106-3"	6016
	"2019"	"2019"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	2670
	"2019"	"2019"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	5258
	"2019"	"2019"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	1367
	"2019"	"2019"	"Kent County, MI"	"26081"	"White"	"2106-3"	5263
	"2019"	"2019"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	2561
	"2019"	"2019"	"Jackson County, MO"	"29095"	"White"	"2106-3"	4691
	"2019"	"2019"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	3953
	"2019"	"2019"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	6193
	"2019"	"2019"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	2151
	"2019"	"2019"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	1390
	"2019"	"2019"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	1224
	"2019"	"2019"	"Douglas County, NE"	"31055"	"White"	"2106-3"	4676
	"2019"	"2019"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	2530
	"2019"	"2019"	"Guilford County, NC"	"37081"	"White"	"2106-3"	2131
	"2019"	"2019"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	4557
	"2019"	"2019"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	5458
	"2019"	"2019"	"Wake County, NC"	"37183"	"Black or African American"	"2054-5"	2923
	"2019"	"2019"	"Wake County, NC"	"37183"	"White"	"2106-3"	6325
	"2019"	"2019"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	5848
	"2019"	"2019"	"Franklin County, OH"	"39049"	"White"	"2106-3"	9520
	"2019"	"2019"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	3599
	"2019"	"2019"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	5792
	"2019"	"2019"	"Montgomery County, OH"	"39113"	"Black or African American"	"2054-5"	1904
	"2019"	"2019"	"Montgomery County, OH"	"39113"	"White"	"2106-3"	3990
	"2019"	"2019"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	2149
	"2019"	"2019"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	5340
	"2019"	"2019"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	1296
	"2019"	"2019"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	4813
	"2019"	"2019"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	1275
	"2019"	"2019"	"Greenville County, SC"	"45045"	"White"	"2106-3"	3729
	"2019"	"2019"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	2697
	"2019"	"2019"	"Davidson County, TN"	"47037"	"White"	"2106-3"	4868
	"2019"	"2019"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	607
	"2019"	"2019"	"Knox County, TN"	"47093"	"White"	"2106-3"	3951
	"2019"	"2019"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	7598
	"2019"	"2019"	"Shelby County, TN"	"47157"	"White"	"2106-3"	3150
	"2019"	"2019"	"Richmond city, VA"	"51760"	"Black or African American"	"2054-5"	1588
	"2019"	"2019"	"Richmond city, VA"	"51760"	"White"	"2106-3"	950
"---"
"Dataset: Natality, 2007-2019"
"Query Parameters:"
"Infant Birth Weight 12: 499 grams or less; 500 - 999 grams; 1000 - 1499 grams; 1500 - 1999 grams; 2000 - 2499 grams; 2500 - 2999"
"grams; 3000 - 3499 grams; 3500 - 3999 grams; 4000 - 4499 grams; 4500 - 4999 grams; 5000 - 8165 grams"
"Mother's Bridged Race: Black or African American; White"
"Mother's Hispanic Origin: Not Hispanic or Latino"
"States: Jefferson County, AL (01073); Duval County, FL (12031); Marion County, IN (18097); Jefferson County, KY (21111); Kent"
"County, MI (26081); Jackson County, MO (29095); St. Louis County, MO (29189); St. Louis city, MO (29510); Douglas County, NE"
"(31055); Guilford County, NC (37081); Mecklenburg County, NC (37119); Wake County, NC (37183); Franklin County, OH (39049);"
"Hamilton County, OH (39061); Montgomery County, OH (39113); Oklahoma County, OK (40109); Tulsa County, OK (40143); Greenville"
"County, SC (45045); Davidson County, TN (47037); Knox County, TN (47093); Shelby County, TN (47157); Richmond city, VA (51760)"
"Year: 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019"
"Group By: Year; County; Mother's Bridged Race"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Dec 15, 2020 1:27:24 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2019, on CDC"
"WONDER Online Database, October 2020. Accessed at http://wonder.cdc.gov/natality-current.html on Dec 15, 2020 1:27:24 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties""."
"3. For birth weight data shown in WONDER before May 8, 2015, 21 births that occurred in year 2011 were erroneously reported in"
"the birth weight category 5000-8165 grams, instead of the ""Not stated"" birth weight category. These 21 births are now reported"
"in ""Not stated"" birth weight category."
"4. <p> As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the"
"data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because"
"they did not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR"
"(05045); Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta"
"County, GA (13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA"
"(13185); Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037);"
"Kendall County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY"
"(21093); Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063);"
"Cecil County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County,"
"MO (29071); Missoula County, MT (30063); Sandoval County, NM (35043); Tompkins County, NY (36109); Brunswick County, NC (37019);"
"Craven County, NC (37049); Harnett County, NC (37085); Henderson County, NC (37089); Miami County, OH (39109); Canadian County,"
"OK (40017); Adams County, PA (42001); Dorchester County, SC (45035); Pennington County, SD (46103); Wilson County, TN (47189);"
"Comal County, TX (48091); Guadalupe County, TX (48187); Hays County, TX (48209); Kaufman County, TX (48257); Parker County, TX"
"(48367); Cache County, UT (49005); Washington County, UT (49053); Spotsylvania County, VA (51177); Stafford County, VA (51179);"
"Cowlitz County, WA (53015); Berkeley County, WV (54003); Fond du Lac County, WI (55039); Walworth County, WI (55127). </p> <p>"
"After 2013 the data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the"
"county because they did not meet minimum population standards. Cape May County, NJ (34009); Portsmouth city, VA (51740). </p>"
"5. Data for some counties in New York and Virginia have been revised for 2014 births based on updated residence population. More"
"information: http://wonder.cdc.gov/wonder/help/Natality.html#county_2014."
"6. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
