"GEO_ID","NAME","B20017I_001E","B20017I_001M","B20017I_002E","B20017I_002M","B20017I_003E","B20017I_003M","B20017I_004E","B20017I_004M","B20017I_005E","B20017I_005M","B20017I_006E","B20017I_006M","B20017I_007E","B20017I_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US47059","Greene County, Tennessee","36115","28887","37190","10628","37241","10949","-","**","13904","13457","-","**","-","**"
"0500000US47065","Hamilton County, Tennessee","22101","4233","26163","3758","27355","6174","17430","15513","14068","8779","26749","11621","4452","2702"
"0500000US47093","Knox County, Tennessee","20965","6402","19793","8003","31311","8075","9091","7336","21575","9751","31751","8938","10595","4383"
"0500000US47113","Madison County, Tennessee","19922","20533","19777","25260","26649","27075","6182","174","25145","35705","33125","9804","3528","2431"
"0500000US47119","Maury County, Tennessee","29914","11876","29398","9198","29807","22905","28835","22480","35593","11303","36288","10497","-","**"
"0500000US47125","Montgomery County, Tennessee","31486","4369","40966","10370","45558","7330","5349","5065","20335","11777","32106","12933","7052","5392"
"0500000US47141","Putnam County, Tennessee","23757","11221","25872","22436","26635","40909","25011","24022","19156","13368","23463","8898","-","**"
"0500000US47147","Robertson County, Tennessee","27819","5675","29167","12016","30784","15843","11003","941","13700","7958","37595","27000","9185","11273"
"0500000US47149","Rutherford County, Tennessee","24160","2246","26932","7035","35853","7558","5841","3634","22929","1912","24565","2369","18615","3091"
"0500000US47155","Sevier County, Tennessee","17813","11392","20555","8061","28097","10836","9565","3936","10435","8659","19962","6208","6435","6175"
"0500000US47157","Shelby County, Tennessee","26262","1863","30514","1738","32186","3057","15188","8053","20166","4807","22466","5867","8488","3744"
"0500000US47165","Sumner County, Tennessee","35956","9677","36366","11465","40541","13359","20544","10452","35459","16216","45764","7054","6908","12710"
"0500000US47179","Washington County, Tennessee","17975","4732","19525","10694","19671","14668","14665","21184","12278","6445","22470","15197","8120","2452"
"0500000US47189","Wilson County, Tennessee","21547","4801","25629","12800","30625","8156","14000","9417","20863","6675","26786","13544","8920","8246"
"0500000US48005","Angelina County, Texas","22669","2604","30097","1878","30844","1375","12463","15061","18382","3577","22494","4020","8592","2709"
"0500000US48021","Bastrop County, Texas","27119","7749","34812","16900","43509","7573","14850","2942","22861","7211","31740","5501","14212","3838"
"0500000US48027","Bell County, Texas","25703","2058","28702","4443","38349","5828","15734","4722","19253","4510","29076","3810","6978","2383"
"0500000US48029","Bexar County, Texas","27030","618","30145","827","37199","1178","11136","652","23664","1105","32895","1191","10159","597"
"0500000US48037","Bowie County, Texas","36875","21919","49119","26175","49367","30867","-","**","25386","11536","26437","7961","14133","27659"
"0500000US48039","Brazoria County, Texas","32478","5518","41184","7327","51967","8478","9508","2822","21975","4739","32362","5149","9331","2020"
"0500000US48041","Brazos County, Texas","22102","2897","26138","2628","32844","3186","7343","3368","14055","5655","31748","4518","8670","2481"
"0500000US48061","Cameron County, Texas","21927","835","26257","1362","32541","2209","11509","1341","19045","1649","25345","1684","10082","901"
"0500000US48085","Collin County, Texas","30958","2473","33373","3714","39551","7165","9552","2311","24040","3103","36913","5520","9941","2628"
"0500000US48091","Comal County, Texas","27338","8438","32622","10853","39667","6732","9015","3630","23235","6296","39394","7071","7883","2867"
"0500000US48099","Coryell County, Texas","22714","6898","29556","16816","37059","9641","2,500-","***","20940","5147","24063","5633","7727","11695"
"0500000US48113","Dallas County, Texas","27477","662","31879","435","35976","544","13982","1507","21312","508","27389","1002","10967","674"
"0500000US48121","Denton County, Texas","31703","1387","37346","2977","45483","4694","12488","4865","23982","2915","36794","3278","10316","1876"
"0500000US48135","Ector County, Texas","35890","4651","46017","5311","51090","5853","17466","13077","28029","3926","31997","1971","9643","2103"
"0500000US48139","Ellis County, Texas","29533","4804","35505","8860","40260","2751","16094","17210","22322","9422","34914","5637","8683","3372"
"0500000US48141","El Paso County, Texas","22629","891","27589","1592","35475","1790","10872","1077","18865","1156","29612","2077","9302","639"
"0500000US48157","Fort Bend County, Texas","30940","1398","35024","4340","42206","3624","13527","4749","26339","3601","35744","7697","10766","1310"
"0500000US48167","Galveston County, Texas","31155","1519","35711","3706","41928","8092","12305","3315","22672","2842","34525","6345","10883","4275"
"0500000US48181","Grayson County, Texas","24732","6949","25379","11118","35460","9453","9031","1726","23873","8326","32764","6959","4242","3653"
"0500000US48183","Gregg County, Texas","21744","3423","26504","1845","27762","5971","20704","1526","16080","3404","22402","9255","7976","5202"
"0500000US48187","Guadalupe County, Texas","35591","4437","41421","7051","47588","8651","11940","6336","27929","6546","36691","3263","11922","4608"
"0500000US48201","Harris County, Texas","27234","430","31373","461","36386","553","14165","1270","21495","534","29834","928","10421","454"
"0500000US48203","Harrison County, Texas","25585","10269","32725","15008","34399","12083","25337","33022","18720","13422","41023","35562","4465","6213"
"0500000US48209","Hays County, Texas","30659","1191","34858","4686","44987","8071","9987","6149","25297","5985","32646","2180","5963","2505"
"0500000US48213","Henderson County, Texas","13792","1939","15227","14145","24619","18376","4931","9950","13752","654","14238","10960","13221","11022"
"0500000US48215","Hidalgo County, Texas","22332","955","26740","1096","35599","1590","10378","1113","17745","1268","28789","2255","8554","710"
"0500000US48231","Hunt County, Texas","21625","3196","23750","8550","31785","5448","8340","5324","20529","5128","22876","5913","4653","5570"
"0500000US48245","Jefferson County, Texas","27548","2991","32453","5338","37904","5300","16662","6454","15441","3537","28842","6094","4019","1828"
"0500000US48251","Johnson County, Texas","28005","3712","35308","8544","41224","6747","12365","8945","22139","3320","25731","4857","13198","7460"
"0500000US48257","Kaufman County, Texas","27962","5032","31383","4724","36143","4044","10793","6129","24977","6642","31333","5218","16619","3930"
"0500000US48291","Liberty County, Texas","38707","11512","43216","8841","44521","16845","21259","907","24747","17170","32384","19680","11434","5016"
"0500000US48303","Lubbock County, Texas","23876","1831","27732","5314","35503","3789","9128","3105","19979","2893","30654","2400","7599","1924"
"0500000US48309","McLennan County, Texas","23366","1837","26491","3047","31356","1813","12545","2512","20460","1341","24139","2167","6714","2846"
"0500000US48329","Midland County, Texas","32706","5629","41093","3437","48853","7659","9430","3275","22706","4410","28271","5225","7298","2139"
"0500000US48339","Montgomery County, Texas","30187","4232","35196","5813","40005","4738","17240","4741","21434","3743","32112","9872","8483","1450"
"0500000US48347","Nacogdoches County, Texas","19854","13829","31179","7760","35696","4079","8280","6997","12243","10540","24130","22478","3683","1429"
"0500000US48355","Nueces County, Texas","30490","1656","35779","3058","40437","2503","10243","1585","25139","1670","32864","2570","11568","998"
"0500000US48361","Orange County, Texas","29565","21956","30182","25514","50390","17874","6197","14270","27615","29894","51077","12073","9714","8164"
"0500000US48367","Parker County, Texas","26450","7667","29788","18050","48112","14401","13080","10098","19905","6349","22046","11123","10911","13164"
"0500000US48375","Potter County, Texas","22880","2110","28629","2999","32276","4166","12423","2623","19803","3062","22449","2610","8600","1615"
"0500000US48381","Randall County, Texas","35544","3648","47383","9235","51201","5731","12427","10274","25098","6967","36266","5445","3905","7191"
"0500000US48397","Rockwall County, Texas","49479","5430","60559","14350","61757","13624","46063","15766","36096","6818","45684","7979","15276","6663"
"0500000US48409","San Patricio County, Texas","27223","5401","33971","6592","37753","8097","11758","5546","20827","2786","28976","6129","8739","5332"
"0500000US48423","Smith County, Texas","24654","2383","27096","2578","29335","4096","6148","3780","20791","1982","21733","2664","7134","11207"
"0500000US48439","Tarrant County, Texas","30101","908","34634","2319","39789","2370","12716","1804","21959","1014","31538","1111","10824","907"
"0500000US48441","Taylor County, Texas","24777","5536","28313","5182","36568","5718","11777","2532","19954","6149","34398","8255","8289","4840"
"0500000US48451","Tom Green County, Texas","24972","5238","30609","5680","36848","9974","15191","2725","21245","4327","29975","2606","6265","2433"
"0500000US48453","Travis County, Texas","30449","652","32012","885","38689","1625","12491","2429","27511","1993","36173","2218","10884","629"
"0500000US48469","Victoria County, Texas","25863","2044","32813","4915","40476","7697","7111","2768","23254","2609","26884","5763","9522","3497"
"0500000US48471","Walker County, Texas","16858","8863","26754","11347","28768","14109","15307","26610","10998","5699","25524","9529","3654","1376"
"0500000US48479","Webb County, Texas","24812","1834","31508","2367","39863","2563","12648","1958","18865","2208","28751","3273","8097","1382"
"0500000US48485","Wichita County, Texas","25808","4188","23843","8077","31900","4015","9464","4242","27023","7210","35060","8370","17692","8848"
"0500000US48491","Williamson County, Texas","32498","4015","40020","5838","44635","7546","10479","3573","26403","2061","38740","4297","11726","972"
"0500000US48497","Wise County, Texas","27518","5433","30862","6748","35961","12549","9494","24865","16592","15434","46733","39125","5215","4254"
"0500000US49005","Cache County, Utah","25025","4548","29964","4145","35246","6258","4185","914","17079","7019","26864","6850","12173","6994"
"0500000US49011","Davis County, Utah","30015","3438","38886","6858","44659","6509","7416","5402","25079","7177","30540","3414","10781","4184"
"0500000US49035","Salt Lake County, Utah","27200","1755","32045","1730","35954","1764","17340","4355","21789","1646","31119","1189","9352","1889"
"0500000US49045","Tooele County, Utah","32490","11495","40506","13709","41877","9808","6547","2460","26699","10581","37035","9503","7881","2294"
"0500000US49049","Utah County, Utah","25324","2220","31753","2614","41334","1849","9572","3104","16944","3057","31454","2331","9588","2116"
"0500000US49053","Washington County, Utah","31373","4938","33256","6296","37349","5882","8549","6795","28106","7674","30704","30094","12332","8522"
"0500000US49057","Weber County, Utah","30716","3977","38101","4200","41554","1662","13434","3821","20147","3483","30333","8986","10988","3318"
"0500000US50007","Chittenden County, Vermont","27969","8302","9938","18576","22081","19910","2,500-","***","31897","4742","36189","9936","12118","9529"
"0500000US51003","Albemarle County, Virginia","22632","5160","31941","3947","35821","26257","18319","15138","18264","3334","21616","4229","16673","8252"
"0500000US51013","Arlington County, Virginia","36427","11138","43595","10912","62448","14895","25092","6071","26208","8985","54817","15489","17415","4841"
"0500000US51015","Augusta County, Virginia","30594","1641","31013","9043","31013","9043","-","**","4708","50707","-","**","-","**"
"0500000US51041","Chesterfield County, Virginia","27416","2716","29410","4986","37002","4267","16706","2156","23035","5815","32105","3819","7485","2891"
"0500000US51059","Fairfax County, Virginia","31018","1151","36026","2039","41704","1638","17214","3636","24541","2254","38232","4275","10935","905"
"0500000US51061","Fauquier County, Virginia","35143","14360","36468","662","36223","692","48193","29637","18611","13688","38692","33939","8045","4217"
"0500000US51069","Frederick County, Virginia","29384","13245","37055","9522","39435","18658","16208","18192","22922","5627","24320","4753","5264","4336"
"0500000US51085","Hanover County, Virginia","24422","16384","36145","9899","37273","31623","25024","42778","21351","5540","21517","11664","-","**"
"0500000US51087","Henrico County, Virginia","23638","8358","33941","5965","36602","3803","9542","10018","19594","1860","22406","10063","9931","3596"
"0500000US51095","James City County, Virginia","45601","28211","53743","37304","53753","60794","-","**","35102","18763","36047","21459","-","**"
"0500000US51107","Loudoun County, Virginia","35980","2997","37448","6567","47532","8124","17062","6443","26259","5865","40625","10037","11062","2280"
"0500000US51153","Prince William County, Virginia","29375","2201","38432","5385","49458","4461","23712","3098","20969","1083","28936","3963","12089","2363"
"0500000US51165","Rockingham County, Virginia","29216","2327","36012","2744","36641","6498","8567","12391","18461","8831","28398","3760","6989","6395"
"0500000US51177","Spotsylvania County, Virginia","34520","16773","51768","7437","53219","8724","3945","11959","19796","17712","33602","16801","3727","9836"
"0500000US51179","Stafford County, Virginia","28553","7498","35063","11046","41010","10254","6992","9131","26184","2387","30970","12557","12186","8977"
"0500000US51199","York County, Virginia","39490","17338","41176","40014","69899","19150","3000","3674","36076","25490","43000","14022","4191","58511"
"0500000US51510","Alexandria city, Virginia","31843","3565","34977","4149","37719","3985","24261","23938","27996","5293","35149","6868","12402","4747"
"0500000US51550","Chesapeake city, Virginia","31675","6294","31333","6926","32968","7636","25979","4726","35392","17146","41349","4471","17895","8595"
"0500000US51650","Hampton city, Virginia","31633","2974","40204","6209","40355","5577","-","**","30049","13886","32046","7699","12410","6273"
"0500000US51680","Lynchburg city, Virginia","22169","21732","4374","18807","46172","26733","3479","550","30788","6345","31869","12674","2,500-","***"
"0500000US51700","Newport News city, Virginia","26079","7526","29804","3267","33429","10179","28802","803","16125","4890","24783","15478","11636","2029"
"0500000US51710","Norfolk city, Virginia","24315","3439","24225","3458","28967","4493","14866","2977","24639","6328","26771","2206","13465","3909"
"0500000US51740","Portsmouth city, Virginia","33810","13452","33891","14388","35461","22832","18644","12181","24938","34860","45244","30795","-","**"
"0500000US51760","Richmond city, Virginia","18491","4783","24489","2990","30438","8922","15374","10237","14697","5299","12420","15699","15368","7888"
"0500000US51770","Roanoke city, Virginia","22973","4586","22033","8995","22260","10159","15907","15690","24431","7468","30509","4293","14524","12608"
"0500000US51800","Suffolk city, Virginia","48419","23765","71143","32235","72313","22289","-","**","42564","20056","48295","34183","16809","37085"
"0500000US51810","Virginia Beach city, Virginia","32286","6560","36206","7389","41456","9843","21022","6094","30842","6076","37881","4161","10102","2603"
"0500000US53005","Benton County, Washington","27497","4099","28793","3975","36407","1978","11994","3207","26200","6344","31716","1180","12314","6690"
"0500000US53007","Chelan County, Washington","24859","2927","26086","3873","30998","6878","10918","4332","24023","4414","24355","4858","8509","26961"
"0500000US53009","Clallam County, Washington","19579","7722","19325","18962","31973","34364","5919","2608","22740","9218","28209","18681","17474","12319"
"0500000US53011","Clark County, Washington","31278","3417","36031","3197","40936","3097","20424","4581","26368","5522","33511","3026","10267","2464"
"0500000US53015","Cowlitz County, Washington","21746","5342","25423","7904","31127","5419","11142","5672","18689","7764","26501","7818","9411","6344"
"0500000US53021","Franklin County, Washington","27288","4740","31986","3044","39065","2934","14338","4232","23842","4082","31614","2923","10461","5570"
"0500000US53025","Grant County, Washington","27408","1953","29902","3127","35032","6161","25156","5574","22698","2937","28996","4550","15991","3506"
"0500000US53029","Island County, Washington","25693","13959","38660","14726","45662","19155","10669","11860","23496","5173","24638","8635","21059","24055"
"0500000US53033","King County, Washington","33277","2337","37475","2109","49102","3566","21108","1180","26778","1632","40775","3425","11508","893"
"0500000US53035","Kitsap County, Washington","30638","3004","29679","9431","34471","8792","13112","5252","31787","4849","36068","1730","16995","10623"
"0500000US53041","Lewis County, Washington","26400","5665","26580","5038","36317","11282","11400","753","24354","17583","33327","6000","11170","3999"
"0500000US53045","Mason County, Washington","16764","6539","17260","29284","62389","14126","16187","10563","15914","7681","23058","2352","10753","10835"
"0500000US53053","Pierce County, Washington","31856","1505","37017","2655","40530","2203","13704","4141","22985","3476","35845","3616","10373","1538"
"0500000US53057","Skagit County, Washington","30756","3708","36120","3109","37393","3909","12683","13107","25836","4510","28248","5274","19485","8957"
"0500000US53061","Snohomish County, Washington","31787","1852","37858","1895","40744","2751","18223","4533","22799","4384","36947","5242","15871","4588"
"0500000US53063","Spokane County, Washington","24252","2627","35910","2278","40757","5627","16616","10951","16307","5165","28780","6564","8094","3151"
"0500000US53067","Thurston County, Washington","28956","4662","36203","7773","41429","3544","19984","8215","25169","8073","36452","15069","13442","4299"
"0500000US53073","Whatcom County, Washington","24680","4848","35325","12523","37184","12764","20462","10566","20434","8416","29799","10339","11888","9338"
"0500000US53077","Yakima County, Washington","25120","1269","29049","3035","36035","1665","17691","3203","20926","1014","27214","2702","12691","2083"
"0500000US54003","Berkeley County, West Virginia","29400","13755","47830","17580","48750","15128","-","**","20658","11654","23582","278665","20354","18988"
"0500000US54033","Harrison County, West Virginia","17194","14973","27213","11026","37971","9408","-","**","16152","360","-","**","-","**"
"0500000US54039","Kanawha County, West Virginia","16850","13298","161556","208454","-","**","2,500-","***","16103","8607","22851","13357","12303","8596"
"0500000US54061","Monongalia County, West Virginia","18660","3060","18402","2648","18253","2827","20450","32728","21048","15042","26912","33483","9058","20096"
"0500000US54107","Wood County, West Virginia","27457","102805","-","**","-","**","-","**","26262","445","-","**","-","**"
"0500000US55009","Brown County, Wisconsin","26390","1415","32393","5275","36322","6140","4940","3136","20404","8258","25930","1413","6766","2760"
"0500000US55025","Dane County, Wisconsin","27462","7016","34824","5560","35829","3890","15820","13541","21827","3647","33518","9969","9204","2532"
"0500000US55027","Dodge County, Wisconsin","22160","31447","38699","12044","38833","8038","3352","1440","20557","1247","21650","37713","3819","804"
"0500000US55039","Fond du Lac County, Wisconsin","18131","6355","21777","36206","43076","9197","7463","33362","11723","11709","19662","3546","7463","1658"
"0500000US55055","Jefferson County, Wisconsin","25237","11871","30364","11856","31944","6274","8587","4061","14255","22798","31265","18880","3035","1645"
"0500000US55059","Kenosha County, Wisconsin","30040","7440","28250","6558","31915","5420","7497","8814","30444","10748","31653","2312","19534","21670"
"0500000US55063","La Crosse County, Wisconsin","27061","40954","49235","21867","50453","3794","-","**","12520","24146","-","**","2,500-","***"
"0500000US55071","Manitowoc County, Wisconsin","35216","16025","36045","7612","36726","4866","7292","3358","24276","13264","35126","15048","4737","5389"
"0500000US55079","Milwaukee County, Wisconsin","26822","1093","30930","760","36863","1926","11840","1756","22102","1259","28834","2279","10234","1620"
"0500000US55087","Outagamie County, Wisconsin","24096","5721","40395","24197","49428","9635","8227","3070","20422","3649","24893","5152","9455","15266"
"0500000US55089","Ozaukee County, Wisconsin","60342","45008","40011","10353","41112","58095","3194","990","71757","39867","75337","14186","-","**"
"0500000US55097","Portage County, Wisconsin","31709","16220","36200","24381","46094","65598","21269","9978","31344","16791","36299","29073","21163","751"
"0500000US55101","Racine County, Wisconsin","29040","4369","31812","2279","34438","2693","10990","6631","21518","2611","31867","4556","14394","6962"
"0500000US55105","Rock County, Wisconsin","27556","6725","35441","2040","36621","4328","6941","10961","17865","4876","31678","14496","4108","9874"
"0500000US55109","St. Croix County, Wisconsin","13865","4958","13226","13063","110183","88353","7154","4329","14168","2099","15204","17951","12603","2432"
"0500000US55117","Sheboygan County, Wisconsin","38336","3919","50592","13725","51106","8324","41366","21844","26738","7755","35515","4873","2,500-","***"
"0500000US55127","Walworth County, Wisconsin","26244","3211","32243","4780","33846","1961","15460","4773","20436","9589","35947","7544","11744","1475"
"0500000US55131","Washington County, Wisconsin","30839","5813","33312","8485","34852","17516","31402","12076","10712","1904","22327","54669","9472","3111"
"0500000US55133","Waukesha County, Wisconsin","29505","4333","31263","10758","42329","8699","7296","2717","26984","6149","42897","6684","11987","5407"
"0500000US55139","Winnebago County, Wisconsin","26244","4135","27630","9045","33676","6847","11347","5058","22352","7643","45594","23236","20596","3910"
"0500000US55141","Wood County, Wisconsin","31286","4327","31626","7058","31838","8298","-","**","30113","47080","-","**","12174","40645"
"0500000US56021","Laramie County, Wyoming","30182","5737","32229","19717","45958","24032","14433","21283","18214","6598","36599","18629","10990","6938"
"0500000US56025","Natrona County, Wyoming","31587","8444","34978","18354","47592","29045","18444","21535","30165","15676","45027","21655","5758","2888"
"0500000US72013","Arecibo Municipio, Puerto Rico","14673","1172","16174","1674","21828","4046","6883","1454","13243","1174","21946","3388","8257","1423"
"0500000US72021","Bayamón Municipio, Puerto Rico","17883","1079","17069","1229","23512","1406","7332","1214","18603","1339","23976","2090","8232","1709"
"0500000US72025","Caguas Municipio, Puerto Rico","18874","1999","19137","2412","26317","3527","7142","2002","18583","2724","26274","2554","7398","1220"
"0500000US72031","Carolina Municipio, Puerto Rico","20523","1415","21347","1946","25445","2087","8426","1698","19380","2273","24390","1614","7919","1237"
"0500000US72061","Guaynabo Municipio, Puerto Rico","17612","1582","17889","2733","28033","7176","11125","2254","17414","2975","27214","3923","8486","1468"
"0500000US72097","Mayagüez Municipio, Puerto Rico","13575","3056","14003","3233","30607","6949","6495","584","12265","4659","19876","6260","6303","1839"
"0500000US72113","Ponce Municipio, Puerto Rico","15658","919","14588","1161","19454","3319","7539","1077","16611","909","22783","2550","7793","1059"
"0500000US72127","San Juan Municipio, Puerto Rico","19424","1103","19317","1928","28518","3998","8337","940","19512","1245","26681","2823","7616","1103"
"0500000US72135","Toa Alta Municipio, Puerto Rico","20735","1699","22577","4983","24089","3296","8166","2703","20376","2120","21386","1310","9565","7285"
"0500000US72137","Toa Baja Municipio, Puerto Rico","18370","1858","18746","2699","24292","2914","7519","1732","18035","2686","23212","2514","7524","1097"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","21102","1540","20456","5070","23408","2658","8740","3138","21487","1902","25574","2605","8718","1141"
"0500000US29187","St. Francois County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US54011","Cabell County, West Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21029","Bullitt County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42013","Blair County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29031","Cape Girardeau County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18011","Boone County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39141","Ross County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30013","Cascade County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29099","Jefferson County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36053","Madison County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18109","Morgan County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21151","Madison County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55035","Eau Claire County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22005","Ascension Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55073","Marathon County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21037","Campbell County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42111","Somerset County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45041","Florence County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39101","Marion County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US20015","Butler County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36109","Tompkins County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26155","Shiawassee County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39055","Geauga County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47163","Sullivan County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45085","Sumter County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26111","Midland County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51019","Bedford County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18163","Vanderburgh County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01121","Talladega County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42007","Beaver County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21093","Hardin County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US28075","Lauderdale County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US33013","Merrimack County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13153","Houston County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36019","Clinton County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US28067","Jones County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17115","Macon County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US23003","Aroostook County, Maine","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36113","Warren County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42085","Mercer County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19061","Dubuque County, Iowa","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US33017","Strafford County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53027","Grays Harbor County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US22079","Rapides Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36075","Oswego County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21015","Boone County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47187","Williamson County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51161","Roanoke County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45031","Darlington County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US23011","Kennebec County, Maine","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37161","Rutherford County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05069","Jefferson County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26103","Marquette County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US28035","Forrest County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36007","Broome County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36051","Livingston County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36101","Steuben County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US24009","Calvert County, Maryland","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42021","Cambria County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29043","Christian County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45075","Orangeburg County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39081","Jefferson County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42081","Lycoming County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
