"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"Male"	"M"	1607	157040	1023.3	1281.1
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Female"	"F"	1693	170300	994.1	797.0
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Male"	"M"	1566	154645	1012.6	1255.0
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Female"	"F"	1706	167239	1020.1	838.8
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Male"	"M"	1526	152892	998.1	1254.9
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Female"	"F"	1595	165612	963.1	795.2
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Male"	"M"	1393	152347	914.4	1133.4
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Female"	"F"	1591	165252	962.8	808.3
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Male"	"M"	1405	152703	920.1	1146.0
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Female"	"F"	1481	165023	897.5	777.7
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Male"	"M"	1295	153819	841.9	1054.0
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Female"	"F"	1443	165123	873.9	757.9
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Male"	"M"	1311	154171	850.4	1061.6
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Female"	"F"	1363	164132	830.4	731.2
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Male"	"M"	1313	153937	852.9	1062.0
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Female"	"F"	1346	164506	818.2	703.9
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Male"	"M"	1294	153666	842.1	1023.6
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Female"	"F"	1358	164393	826.1	713.3
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Male"	"M"	1232	154023	799.9	958.4
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Female"	"F"	1363	163997	831.1	718.0
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Male"	"M"	1270	153422	827.8	1000.6
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Female"	"F"	1283	162878	787.7	687.1
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Male"	"M"	1318	152807	862.5	1022.3
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Female"	"F"	1269	160688	789.7	684.8
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Male"	"M"	1249	150716	828.7	953.9
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Female"	"F"	1289	159301	809.2	670.5
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Male"	"M"	1347	149325	902.1	969.7
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Female"	"F"	1240	156286	793.4	646.4
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Male"	"M"	1303	146552	889.1	921.5
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Female"	"F"	1773	236851	748.6	692.7
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Male"	"M"	1569	226734	692.0	985.3
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Female"	"F"	1848	239004	773.2	721.4
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Male"	"M"	1579	229121	689.2	975.2
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Female"	"F"	1797	240735	746.5	700.3
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Male"	"M"	1639	231131	709.1	991.0
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Female"	"F"	1791	242919	737.3	688.6
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Male"	"M"	1614	233782	690.4	981.3
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Female"	"F"	1712	245416	697.6	654.6
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Male"	"M"	1573	236659	664.7	932.7
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Female"	"F"	1713	248355	689.7	641.6
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Male"	"M"	1598	239759	666.5	922.2
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Female"	"F"	1772	251228	705.3	650.7
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Male"	"M"	1571	242529	647.8	874.0
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Female"	"F"	1806	253932	711.2	652.4
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Male"	"M"	1546	244811	631.5	840.2
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Female"	"F"	1873	256596	729.9	672.0
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Male"	"M"	1592	247951	642.1	855.2
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Female"	"F"	1710	260317	656.9	601.6
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Male"	"M"	1496	251585	594.6	765.6
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Female"	"F"	1717	262946	653.0	595.4
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Male"	"M"	1658	254164	652.3	853.0
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Female"	"F"	1827	266711	685.0	619.4
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Male"	"M"	1720	258150	666.3	856.5
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Female"	"F"	1811	270022	670.7	602.1
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Male"	"M"	1732	261243	663.0	839.1
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Female"	"F"	1873	272811	686.6	618.2
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Male"	"M"	1773	264445	670.5	850.7
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Female"	"F"	1855	275619	673.0	603.2
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Male"	"M"	1841	267625	687.9	846.8
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Female"	"F"	2008	278628	720.7	643.1
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Male"	"M"	1875	271436	690.8	858.2
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Female"	"F"	1910	281241	679.1	603.1
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Male"	"M"	1739	273754	635.2	759.7
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Female"	"F"	1946	284563	683.9	599.0
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Male"	"M"	1905	277057	687.6	797.9
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Female"	"F"	1977	287002	688.8	595.8
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Male"	"M"	1932	279878	690.3	788.1
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Female"	"F"	1834	219319	836.2	744.6
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Male"	"M"	1468	201729	727.7	978.6
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Female"	"F"	1684	223385	753.9	677.3
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Male"	"M"	1454	204996	709.3	951.6
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Female"	"F"	1772	225522	785.7	704.1
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Male"	"M"	1491	206546	721.9	951.9
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Female"	"F"	1793	228253	785.5	695.7
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Male"	"M"	1502	208074	721.9	936.7
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Female"	"F"	1727	230311	749.9	662.5
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Male"	"M"	1536	210286	730.4	931.5
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Female"	"F"	1785	234477	761.3	658.7
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Male"	"M"	1594	213715	745.9	929.7
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Female"	"F"	1735	239936	723.1	623.3
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Male"	"M"	1540	218856	703.7	859.3
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Female"	"F"	1800	245611	732.9	635.0
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Male"	"M"	1534	222855	688.3	829.4
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Female"	"F"	1822	250214	728.2	627.0
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Male"	"M"	1581	227595	694.7	827.1
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Female"	"F"	1946	253734	766.9	650.1
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Male"	"M"	1585	230446	687.8	806.0
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Female"	"F"	1817	255923	710.0	603.2
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Male"	"M"	1621	232483	697.3	813.0
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Female"	"F"	1943	259626	748.4	622.3
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Male"	"M"	1673	235653	709.9	810.0
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Female"	"F"	1969	262151	751.1	617.5
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Male"	"M"	1670	238728	699.5	773.9
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Female"	"F"	1939	265405	730.6	591.0
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Male"	"M"	1735	241205	719.3	785.7
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Female"	"F"	2023	268635	753.1	601.1
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Male"	"M"	1877	243484	770.9	815.6
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Female"	"F"	2097	271543	772.3	606.7
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Male"	"M"	1847	246057	750.6	787.8
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Female"	"F"	2050	274081	748.0	585.6
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Male"	"M"	1941	247249	785.0	809.8
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Female"	"F"	2208	277132	796.7	621.9
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Male"	"M"	1971	249821	789.0	788.4
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Female"	"F"	2180	280983	775.8	605.2
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Male"	"M"	1963	252687	776.9	770.2
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Female"	"F"	2231	353997	630.2	716.3
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Male"	"M"	2017	341457	590.7	1050.1
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Female"	"F"	2110	366835	575.2	655.1
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Male"	"M"	2030	353336	574.5	1000.5
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Female"	"F"	2291	376033	609.3	691.9
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Male"	"M"	1976	360389	548.3	946.0
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Female"	"F"	2366	386465	612.2	698.5
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Male"	"M"	2031	367526	552.6	955.6
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Female"	"F"	2304	396624	580.9	661.7
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Male"	"M"	2014	376325	535.2	910.3
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Female"	"F"	2366	410743	576.0	658.2
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Male"	"M"	2046	387958	527.4	897.8
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Female"	"F"	2322	427832	542.7	615.0
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Male"	"M"	2112	403675	523.2	877.1
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Female"	"F"	2368	444934	532.2	607.6
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Male"	"M"	2244	417243	537.8	873.2
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Female"	"F"	2443	457729	533.7	605.5
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Male"	"M"	2188	430262	508.5	827.0
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Female"	"F"	2513	469198	535.6	600.5
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Male"	"M"	2186	439506	497.4	796.7
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Female"	"F"	2414	474747	508.5	564.0
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Male"	"M"	2292	444881	515.2	818.7
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Female"	"F"	2492	487892	510.8	552.7
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Male"	"M"	2244	456481	491.6	763.3
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Female"	"F"	2663	501172	531.4	566.3
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Male"	"M"	2321	467859	496.1	752.9
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Female"	"F"	2703	513305	526.6	554.9
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Male"	"M"	2393	477672	501.0	734.2
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Female"	"F"	2772	525471	527.5	549.0
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Male"	"M"	2527	487068	518.8	739.1
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Female"	"F"	2904	536856	540.9	558.0
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Male"	"M"	2610	497214	524.9	742.1
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Female"	"F"	2968	548403	541.2	547.8
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Male"	"M"	2679	506432	529.0	733.6
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Female"	"F"	2913	559106	521.0	530.6
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Male"	"M"	2653	517731	512.4	698.4
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Female"	"F"	3032	567887	533.9	534.4
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Male"	"M"	2801	526014	532.5	709.7
	"Wake County, NC"	"37183"	"2000"	"2000"	"Female"	"F"	1621	316410	512.3	675.6
	"Wake County, NC"	"37183"	"2000"	"2000"	"Male"	"M"	1371	311436	440.2	922.3
	"Wake County, NC"	"37183"	"2001"	"2001"	"Female"	"F"	1641	331517	495.0	647.3
	"Wake County, NC"	"37183"	"2001"	"2001"	"Male"	"M"	1466	325302	450.7	939.8
	"Wake County, NC"	"37183"	"2002"	"2002"	"Female"	"F"	1641	342409	479.3	628.3
	"Wake County, NC"	"37183"	"2002"	"2002"	"Male"	"M"	1445	333983	432.7	899.6
	"Wake County, NC"	"37183"	"2003"	"2003"	"Female"	"F"	1789	353877	505.5	658.9
	"Wake County, NC"	"37183"	"2003"	"2003"	"Male"	"M"	1501	341869	439.1	866.0
	"Wake County, NC"	"37183"	"2004"	"2004"	"Female"	"F"	1738	364794	476.4	609.9
	"Wake County, NC"	"37183"	"2004"	"2004"	"Male"	"M"	1487	351542	423.0	800.0
	"Wake County, NC"	"37183"	"2005"	"2005"	"Female"	"F"	1799	380664	472.6	599.8
	"Wake County, NC"	"37183"	"2005"	"2005"	"Male"	"M"	1587	365384	434.3	805.4
	"Wake County, NC"	"37183"	"2006"	"2006"	"Female"	"F"	1807	400509	451.2	551.3
	"Wake County, NC"	"37183"	"2006"	"2006"	"Male"	"M"	1606	383529	418.7	738.4
	"Wake County, NC"	"37183"	"2007"	"2007"	"Female"	"F"	1981	421100	470.4	573.2
	"Wake County, NC"	"37183"	"2007"	"2007"	"Male"	"M"	1731	400507	432.2	754.5
	"Wake County, NC"	"37183"	"2008"	"2008"	"Female"	"F"	2013	438774	458.8	557.8
	"Wake County, NC"	"37183"	"2008"	"2008"	"Male"	"M"	1754	417718	419.9	727.0
	"Wake County, NC"	"37183"	"2009"	"2009"	"Female"	"F"	2089	453495	460.6	547.2
	"Wake County, NC"	"37183"	"2009"	"2009"	"Male"	"M"	1754	430129	407.8	695.8
	"Wake County, NC"	"37183"	"2010"	"2010"	"Female"	"F"	2147	462201	464.5	548.9
	"Wake County, NC"	"37183"	"2010"	"2010"	"Male"	"M"	1818	438792	414.3	688.1
	"Wake County, NC"	"37183"	"2011"	"2011"	"Female"	"F"	2184	477042	457.8	528.0
	"Wake County, NC"	"37183"	"2011"	"2011"	"Male"	"M"	1905	452738	420.8	675.1
	"Wake County, NC"	"37183"	"2012"	"2012"	"Female"	"F"	2379	488386	487.1	549.9
	"Wake County, NC"	"37183"	"2012"	"2012"	"Male"	"M"	2024	463765	436.4	695.0
	"Wake County, NC"	"37183"	"2013"	"2013"	"Female"	"F"	2338	499691	467.9	515.4
	"Wake County, NC"	"37183"	"2013"	"2013"	"Male"	"M"	2120	474598	446.7	676.9
	"Wake County, NC"	"37183"	"2014"	"2014"	"Female"	"F"	2420	512700	472.0	509.3
	"Wake County, NC"	"37183"	"2014"	"2014"	"Male"	"M"	2249	485991	462.8	688.1
	"Wake County, NC"	"37183"	"2015"	"2015"	"Female"	"F"	2525	525493	480.5	516.0
	"Wake County, NC"	"37183"	"2015"	"2015"	"Male"	"M"	2281	498705	457.4	666.1
	"Wake County, NC"	"37183"	"2016"	"2016"	"Female"	"F"	2688	538241	499.4	525.1
	"Wake County, NC"	"37183"	"2016"	"2016"	"Male"	"M"	2368	508550	465.6	656.3
	"Wake County, NC"	"37183"	"2017"	"2017"	"Female"	"F"	2699	550211	490.5	501.6
	"Wake County, NC"	"37183"	"2017"	"2017"	"Male"	"M"	2548	521992	488.1	667.6
	"Wake County, NC"	"37183"	"2018"	"2018"	"Female"	"F"	2733	560759	487.4	493.9
	"Wake County, NC"	"37183"	"2018"	"2018"	"Male"	"M"	2644	531546	497.4	655.5
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Female"	"F"	4196	549695	763.3	803.2
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Male"	"M"	3524	519283	678.6	1092.6
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Female"	"F"	4118	556523	740.0	784.3
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Male"	"M"	3580	526415	680.1	1091.5
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Female"	"F"	4233	559236	756.9	796.3
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Male"	"M"	3623	529457	684.3	1084.2
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Female"	"F"	4218	562267	750.2	782.6
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Male"	"M"	3740	532983	701.7	1075.2
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Female"	"F"	4081	564433	723.0	751.9
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Male"	"M"	3636	535170	679.4	1026.5
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Female"	"F"	4201	567546	740.2	764.3
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Male"	"M"	3681	537951	684.3	1029.7
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Female"	"F"	4121	573105	719.1	732.9
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Male"	"M"	3539	542819	652.0	961.8
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Female"	"F"	3983	578432	688.6	695.7
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Male"	"M"	3573	548742	651.1	941.5
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Female"	"F"	4133	585533	705.9	707.1
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Male"	"M"	3683	555650	662.8	936.6
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Female"	"F"	4207	592863	709.6	709.0
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Male"	"M"	3720	562545	661.3	917.5
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Female"	"F"	4052	596915	678.8	674.1
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Male"	"M"	3704	566499	653.8	922.8
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Female"	"F"	4239	604566	701.2	691.0
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Male"	"M"	3644	574233	634.6	870.8
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Female"	"F"	4321	612937	705.0	688.1
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Male"	"M"	3755	582600	644.5	870.7
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Female"	"F"	4287	621721	689.5	666.6
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Male"	"M"	3889	590542	658.5	874.5
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Female"	"F"	4254	631376	673.8	651.2
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Male"	"M"	3949	600017	658.1	857.4
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Female"	"F"	4611	641584	718.7	694.8
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Male"	"M"	4214	610138	690.7	893.3
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Female"	"F"	4533	647359	700.2	673.2
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Male"	"M"	4132	617159	669.5	856.7
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Female"	"F"	4621	661710	698.3	663.8
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Male"	"M"	4273	630271	678.0	851.2
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Female"	"F"	4672	670214	697.1	658.3
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Male"	"M"	4414	640086	689.6	852.8
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Female"	"F"	4470	442334	1010.5	776.2
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Male"	"M"	3480	402969	863.6	1044.7
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Female"	"F"	4332	439375	985.9	759.9
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Male"	"M"	3533	400960	881.1	1058.4
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Female"	"F"	4380	434821	1007.3	778.5
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Male"	"M"	3699	397569	930.4	1104.4
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Female"	"F"	4161	430693	966.1	740.0
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Male"	"M"	3479	394446	882.0	1033.6
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Female"	"F"	4110	426214	964.3	738.8
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Male"	"M"	3364	391092	860.2	994.0
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Female"	"F"	4204	422274	995.6	760.1
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Male"	"M"	3311	388078	853.2	969.9
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Female"	"F"	4181	419282	997.2	751.3
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Male"	"M"	3481	385631	902.7	1015.1
	"Hamilton County, OH"	"39061"	"2007"	"2007"	"Female"	"F"	3888	417672	930.9	698.4
	"Hamilton County, OH"	"39061"	"2007"	"2007"	"Male"	"M"	3358	384143	874.2	966.3
	"Hamilton County, OH"	"39061"	"2008"	"2008"	"Female"	"F"	3988	416475	957.6	714.8
	"Hamilton County, OH"	"39061"	"2008"	"2008"	"Male"	"M"	3301	383365	861.1	938.5
	"Hamilton County, OH"	"39061"	"2009"	"2009"	"Female"	"F"	3839	417352	919.8	687.6
	"Hamilton County, OH"	"39061"	"2009"	"2009"	"Male"	"M"	3305	384797	858.9	925.0
	"Hamilton County, OH"	"39061"	"2010"	"2010"	"Female"	"F"	3962	417153	949.8	706.7
	"Hamilton County, OH"	"39061"	"2010"	"2010"	"Male"	"M"	3084	385221	800.6	855.5
	"Hamilton County, OH"	"39061"	"2011"	"2011"	"Female"	"F"	3850	415956	925.6	683.5
	"Hamilton County, OH"	"39061"	"2011"	"2011"	"Male"	"M"	3365	384406	875.4	928.4
	"Hamilton County, OH"	"39061"	"2012"	"2012"	"Female"	"F"	3692	416291	886.9	652.0
	"Hamilton County, OH"	"39061"	"2012"	"2012"	"Male"	"M"	3273	385747	848.5	881.5
	"Hamilton County, OH"	"39061"	"2013"	"2013"	"Female"	"F"	3839	417048	920.5	673.6
	"Hamilton County, OH"	"39061"	"2013"	"2013"	"Male"	"M"	3242	387472	836.7	849.2
	"Hamilton County, OH"	"39061"	"2014"	"2014"	"Female"	"F"	3896	418495	931.0	675.0
	"Hamilton County, OH"	"39061"	"2014"	"2014"	"Male"	"M"	3455	388136	890.2	897.3
	"Hamilton County, OH"	"39061"	"2015"	"2015"	"Female"	"F"	3914	418989	934.2	679.8
	"Hamilton County, OH"	"39061"	"2015"	"2015"	"Male"	"M"	3456	388609	889.3	897.1
	"Hamilton County, OH"	"39061"	"2016"	"2016"	"Female"	"F"	3818	419005	911.2	661.6
	"Hamilton County, OH"	"39061"	"2016"	"2016"	"Male"	"M"	3356	390094	860.3	849.6
	"Hamilton County, OH"	"39061"	"2017"	"2017"	"Female"	"F"	3991	421073	947.8	683.5
	"Hamilton County, OH"	"39061"	"2017"	"2017"	"Male"	"M"	3475	392749	884.8	865.0
	"Hamilton County, OH"	"39061"	"2018"	"2018"	"Female"	"F"	3882	422178	919.5	661.2
	"Hamilton County, OH"	"39061"	"2018"	"2018"	"Male"	"M"	3466	394506	878.6	860.1
	"Montgomery County, OH"	"39113"	"2000"	"2000"	"Female"	"F"	2771	290691	953.2	775.0
	"Montgomery County, OH"	"39113"	"2000"	"2000"	"Male"	"M"	2457	268371	915.5	1075.4
	"Montgomery County, OH"	"39113"	"2001"	"2001"	"Female"	"F"	2766	288834	957.6	764.0
	"Montgomery County, OH"	"39113"	"2001"	"2001"	"Male"	"M"	2420	266702	907.4	1042.4
	"Montgomery County, OH"	"39113"	"2002"	"2002"	"Female"	"F"	2745	287565	954.6	751.8
	"Montgomery County, OH"	"39113"	"2002"	"2002"	"Male"	"M"	2445	265605	920.5	1036.1
	"Montgomery County, OH"	"39113"	"2003"	"2003"	"Female"	"F"	2801	286865	976.4	759.0
	"Montgomery County, OH"	"39113"	"2003"	"2003"	"Male"	"M"	2337	264877	882.3	970.3
	"Montgomery County, OH"	"39113"	"2004"	"2004"	"Female"	"F"	2605	285659	911.9	700.9
	"Montgomery County, OH"	"39113"	"2004"	"2004"	"Male"	"M"	2306	264054	873.3	941.4
	"Montgomery County, OH"	"39113"	"2005"	"2005"	"Female"	"F"	2496	284368	877.7	656.6
	"Montgomery County, OH"	"39113"	"2005"	"2005"	"Male"	"M"	2438	262611	928.4	985.6
	"Montgomery County, OH"	"39113"	"2006"	"2006"	"Female"	"F"	2548	282529	901.9	668.7
	"Montgomery County, OH"	"39113"	"2006"	"2006"	"Male"	"M"	2348	261091	899.3	930.5
	"Montgomery County, OH"	"39113"	"2007"	"2007"	"Female"	"F"	2606	281058	927.2	670.8
	"Montgomery County, OH"	"39113"	"2007"	"2007"	"Male"	"M"	2273	259609	875.5	886.2
	"Montgomery County, OH"	"39113"	"2008"	"2008"	"Female"	"F"	2776	279650	992.7	702.9
