"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"St. Louis County, MO"	"29189"	"2013"	"2013"	"Black or African American"	"2054-5"	1964	241847	812.1	967.6
	"St. Louis County, MO"	"29189"	"2013"	"2013"	"White"	"2106-3"	7452	689204	1081.2	676.5
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Black or African American"	"2054-5"	1972	243509	809.8	945.4
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"White"	"2106-3"	7493	685277	1093.4	678.7
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Black or African American"	"2054-5"	2085	245819	848.2	957.7
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"White"	"2106-3"	7721	681851	1132.4	693.5
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"Black or African American"	"2054-5"	2194	248845	881.7	981.0
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"White"	"2106-3"	7663	673981	1137.0	685.7
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"Black or African American"	"2054-5"	2370	250702	945.3	1044.7
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"White"	"2106-3"	7725	667852	1156.7	693.7
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"Black or African American"	"2054-5"	2596	252984	1026.2	1109.8
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"White"	"2106-3"	8079	663456	1217.7	724.3
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"Black or African American"	"2054-5"	2020	180069	1121.8	1264.5
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"White"	"2106-3"	2143	152304	1407.1	1023.3
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"Black or African American"	"2054-5"	2092	177791	1176.7	1322.2
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"White"	"2106-3"	2053	148708	1380.6	1027.5
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"Black or African American"	"2054-5"	1995	175483	1136.9	1269.7
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"White"	"2106-3"	2122	145555	1457.9	1090.4
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"Black or African American"	"2054-5"	2024	173789	1164.6	1306.4
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"White"	"2106-3"	1914	143231	1336.3	1035.4
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"Black or African American"	"2054-5"	1889	171835	1099.3	1226.8
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"White"	"2106-3"	1803	140584	1282.5	1020.9
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Black or African American"	"2054-5"	1828	168378	1085.7	1195.5
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"White"	"2106-3"	1673	137404	1217.6	974.2
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Black or African American"	"2054-5"	1854	165390	1121.0	1225.4
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"White"	"2106-3"	1672	134912	1239.3	1017.9
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Black or African American"	"2054-5"	1770	162916	1086.4	1176.1
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"White"	"2106-3"	1494	134552	1110.4	931.0
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Black or African American"	"2054-5"	1691	161671	1046.0	1121.1
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"White"	"2106-3"	1588	135068	1175.7	1006.9
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Black or African American"	"2054-5"	1541	160643	959.3	1040.4
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"White"	"2106-3"	1501	136261	1101.6	964.8
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Black or African American"	"2054-5"	1607	159882	1005.1	1088.0
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"White"	"2106-3"	1434	136912	1047.4	933.8
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Black or African American"	"2054-5"	1578	155814	1012.7	1068.5
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"White"	"2106-3"	1376	139750	984.6	915.1
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Black or African American"	"2054-5"	1575	156654	1005.4	1049.5
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"White"	"2106-3"	1323	138521	955.1	865.2
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Black or African American"	"2054-5"	1488	154356	964.0	986.9
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"White"	"2106-3"	1332	140515	947.9	876.9
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Black or African American"	"2054-5"	1660	152933	1085.4	1097.8
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"White"	"2106-3"	1262	140516	898.1	837.8
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Black or African American"	"2054-5"	1625	149978	1083.5	1086.8
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"White"	"2106-3"	1267	141168	897.5	845.4
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Black or African American"	"2054-5"	1676	148885	1125.7	1126.7
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"White"	"2106-3"	1279	137904	927.5	856.3
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Black or African American"	"2054-5"	1767	145723	1212.6	1153.0
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"White"	"2106-3"	1309	137883	949.4	840.3
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Black or African American"	"2054-5"	1731	141430	1223.9	1142.1
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"White"	"2106-3"	1226	136310	899.4	783.5
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Black or African American"	"2054-5"	426	55358	769.5	1204.4
	"Douglas County, NE"	"31055"	"2000"	"2000"	"White"	"2106-3"	2999	365763	819.9	818.7
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Black or African American"	"2054-5"	411	56094	732.7	1146.5
	"Douglas County, NE"	"31055"	"2001"	"2001"	"White"	"2106-3"	3126	365674	854.9	848.2
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Black or African American"	"2054-5"	428	56618	755.9	1156.3
	"Douglas County, NE"	"31055"	"2002"	"2002"	"White"	"2106-3"	3130	365252	856.9	846.4
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Black or African American"	"2054-5"	448	57379	780.8	1207.1
	"Douglas County, NE"	"31055"	"2003"	"2003"	"White"	"2106-3"	3073	365830	840.0	820.4
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Black or African American"	"2054-5"	429	58399	734.6	1146.9
	"Douglas County, NE"	"31055"	"2004"	"2004"	"White"	"2106-3"	2970	367138	809.0	785.7
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Black or African American"	"2054-5"	423	59040	716.5	1091.9
	"Douglas County, NE"	"31055"	"2005"	"2005"	"White"	"2106-3"	2999	369328	812.0	781.2
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Black or African American"	"2054-5"	423	60147	703.3	1069.8
	"Douglas County, NE"	"31055"	"2006"	"2006"	"White"	"2106-3"	3040	370624	820.2	775.7
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Black or African American"	"2054-5"	459	61053	751.8	1149.1
	"Douglas County, NE"	"31055"	"2007"	"2007"	"White"	"2106-3"	3005	371693	808.5	752.8
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Black or African American"	"2054-5"	442	61991	713.0	1041.2
	"Douglas County, NE"	"31055"	"2008"	"2008"	"White"	"2106-3"	3173	373188	850.2	784.8
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Black or African American"	"2054-5"	431	63016	684.0	1079.3
	"Douglas County, NE"	"31055"	"2009"	"2009"	"White"	"2106-3"	2891	375985	768.9	699.2
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Black or African American"	"2054-5"	452	63852	707.9	1062.7
	"Douglas County, NE"	"31055"	"2010"	"2010"	"White"	"2106-3"	3066	377276	812.7	733.5
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Black or African American"	"2054-5"	445	63816	697.3	1006.8
	"Douglas County, NE"	"31055"	"2011"	"2011"	"White"	"2106-3"	3220	382112	842.7	755.1
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Black or African American"	"2054-5"	497	64778	767.2	1125.7
	"Douglas County, NE"	"31055"	"2012"	"2012"	"White"	"2106-3"	3187	384731	828.4	733.4
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Black or African American"	"2054-5"	463	64872	713.7	1026.1
	"Douglas County, NE"	"31055"	"2013"	"2013"	"White"	"2106-3"	3290	388612	846.6	751.9
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Black or African American"	"2054-5"	447	65581	681.6	977.2
	"Douglas County, NE"	"31055"	"2014"	"2014"	"White"	"2106-3"	3360	390527	860.4	752.5
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Black or African American"	"2054-5"	509	66174	769.2	1086.1
	"Douglas County, NE"	"31055"	"2015"	"2015"	"White"	"2106-3"	3533	392692	899.7	783.9
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Black or African American"	"2054-5"	525	66256	792.4	1088.7
	"Douglas County, NE"	"31055"	"2016"	"2016"	"White"	"2106-3"	3244	394242	822.8	701.6
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Black or African American"	"2054-5"	512	67271	761.1	1027.6
	"Douglas County, NE"	"31055"	"2017"	"2017"	"White"	"2106-3"	3478	396192	877.9	737.8
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Black or African American"	"2054-5"	536	68079	787.3	1055.0
	"Douglas County, NE"	"31055"	"2018"	"2018"	"White"	"2106-3"	3490	397773	877.4	722.9
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Black or African American"	"2054-5"	870	124501	698.8	1091.6
	"Guilford County, NC"	"37081"	"2000"	"2000"	"White"	"2106-3"	2653	267410	992.1	858.4
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Black or African American"	"2054-5"	840	128675	652.8	1001.5
	"Guilford County, NC"	"37081"	"2001"	"2001"	"White"	"2106-3"	2497	267667	932.9	802.1
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Black or African American"	"2054-5"	940	131045	717.3	1135.1
	"Guilford County, NC"	"37081"	"2002"	"2002"	"White"	"2106-3"	2527	266379	948.6	800.3
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Black or African American"	"2054-5"	868	133681	649.3	1009.7
	"Guilford County, NC"	"37081"	"2003"	"2003"	"White"	"2106-3"	2608	265890	980.9	803.1
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Black or African American"	"2054-5"	907	136628	663.8	1022.5
	"Guilford County, NC"	"37081"	"2004"	"2004"	"White"	"2106-3"	2569	264669	970.6	784.5
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Black or African American"	"2054-5"	961	140849	682.3	1047.1
	"Guilford County, NC"	"37081"	"2005"	"2005"	"White"	"2106-3"	2645	265047	997.9	789.9
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Black or African American"	"2054-5"	933	145907	639.4	949.5
	"Guilford County, NC"	"37081"	"2006"	"2006"	"White"	"2106-3"	2528	267309	945.7	733.5
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Black or African American"	"2054-5"	913	150477	606.7	904.3
	"Guilford County, NC"	"37081"	"2007"	"2007"	"White"	"2106-3"	2647	268537	985.7	756.3
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Black or African American"	"2054-5"	948	155175	610.9	897.5
	"Guilford County, NC"	"37081"	"2008"	"2008"	"White"	"2106-3"	2653	269744	983.5	737.7
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Black or African American"	"2054-5"	1009	159070	634.3	904.9
	"Guilford County, NC"	"37081"	"2009"	"2009"	"White"	"2106-3"	2736	269642	1014.7	740.9
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Black or African American"	"2054-5"	966	161702	597.4	861.6
	"Guilford County, NC"	"37081"	"2010"	"2010"	"White"	"2106-3"	2653	269267	985.3	718.3
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Black or African American"	"2054-5"	1022	164276	622.1	893.7
	"Guilford County, NC"	"37081"	"2011"	"2011"	"White"	"2106-3"	2801	271355	1032.2	738.1
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Black or African American"	"2054-5"	1045	168140	621.5	854.6
	"Guilford County, NC"	"37081"	"2012"	"2012"	"White"	"2106-3"	2801	271051	1033.4	720.9
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Black or African American"	"2054-5"	1084	171319	632.7	851.6
	"Guilford County, NC"	"37081"	"2013"	"2013"	"White"	"2106-3"	2810	271760	1034.0	710.3
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Black or African American"	"2054-5"	1150	174419	659.3	874.7
	"Guilford County, NC"	"37081"	"2014"	"2014"	"White"	"2106-3"	2916	271927	1072.3	720.3
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Black or African American"	"2054-5"	1182	177463	666.1	863.1
	"Guilford County, NC"	"37081"	"2015"	"2015"	"White"	"2106-3"	2961	271760	1089.6	720.7
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Black or African American"	"2054-5"	1245	180527	689.6	897.1
	"Guilford County, NC"	"37081"	"2016"	"2016"	"White"	"2106-3"	2979	270879	1099.8	724.4
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Black or African American"	"2054-5"	1325	183493	722.1	882.2
	"Guilford County, NC"	"37081"	"2017"	"2017"	"White"	"2106-3"	3106	270510	1148.2	752.6
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Black or African American"	"2054-5"	1313	187742	699.4	856.9
	"Guilford County, NC"	"37081"	"2018"	"2018"	"White"	"2106-3"	3117	270457	1152.5	744.9
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Black or African American"	"2054-5"	1391	195133	712.8	1260.2
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"White"	"2106-3"	3098	429625	721.1	808.4
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Black or African American"	"2054-5"	1350	204371	660.6	1166.4
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"White"	"2106-3"	3007	436414	689.0	759.2
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Black or African American"	"2054-5"	1371	212106	646.4	1167.0
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"White"	"2106-3"	3148	437983	718.7	774.4
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Black or African American"	"2054-5"	1390	219010	634.7	1142.8
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"White"	"2106-3"	3202	441165	725.8	774.6
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Black or African American"	"2054-5"	1397	226998	615.4	1082.5
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"White"	"2106-3"	3150	443944	709.5	744.7
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Black or African American"	"2054-5"	1452	237152	612.3	1093.8
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"White"	"2106-3"	3183	450612	706.4	734.0
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Black or African American"	"2054-5"	1493	249667	598.0	1025.5
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"White"	"2106-3"	3173	458990	691.3	703.4
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Black or African American"	"2054-5"	1542	260741	591.4	1010.5
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"White"	"2106-3"	3267	466051	701.0	703.6
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Black or African American"	"2054-5"	1582	270085	585.7	1003.9
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"White"	"2106-3"	3239	471522	686.9	676.7
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Black or African American"	"2054-5"	1595	280106	569.4	946.8
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"White"	"2106-3"	3296	474255	695.0	672.7
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Black or African American"	"2054-5"	1583	285447	554.6	920.9
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"White"	"2106-3"	3296	473804	695.6	660.9
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Black or African American"	"2054-5"	1549	292666	529.3	857.3
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"White"	"2106-3"	3418	483978	706.2	655.9
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Black or African American"	"2054-5"	1640	302616	541.9	857.5
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"White"	"2106-3"	3526	490322	719.1	656.7
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Black or African American"	"2054-5"	1733	312935	553.8	849.9
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"White"	"2106-3"	3500	496589	704.8	628.9
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Black or African American"	"2054-5"	1838	320735	573.1	852.7
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"White"	"2106-3"	3561	502510	708.6	625.3
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Black or African American"	"2054-5"	1926	328534	586.2	852.2
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"White"	"2106-3"	3752	508817	737.4	642.4
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Black or African American"	"2054-5"	2023	338513	597.6	842.8
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"White"	"2106-3"	3860	512144	753.7	641.8
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Black or African American"	"2054-5"	2041	346390	589.2	812.3
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"White"	"2106-3"	3801	515369	737.5	630.7
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Black or African American"	"2054-5"	2137	352680	605.9	813.7
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"White"	"2106-3"	3948	517637	762.7	635.6
	"Wake County, NC"	"37183"	"2000"	"2000"	"Black or African American"	"2054-5"	805	125158	643.2	1108.6
	"Wake County, NC"	"37183"	"2000"	"2000"	"White"	"2106-3"	2381	444105	536.1	770.7
	"Wake County, NC"	"37183"	"2001"	"2001"	"Black or African American"	"2054-5"	840	131338	639.6	1128.2
	"Wake County, NC"	"37183"	"2001"	"2001"	"White"	"2106-3"	2421	458981	527.5	744.4
	"Wake County, NC"	"37183"	"2002"	"2002"	"Black or African American"	"2054-5"	739	135818	544.1	939.3
	"Wake County, NC"	"37183"	"2002"	"2002"	"White"	"2106-3"	2528	467553	540.7	751.7
	"Wake County, NC"	"37183"	"2003"	"2003"	"Black or African American"	"2054-5"	828	141132	586.7	1014.8
	"Wake County, NC"	"37183"	"2003"	"2003"	"White"	"2106-3"	2671	475115	562.2	759.1
	"Wake County, NC"	"37183"	"2004"	"2004"	"Black or African American"	"2054-5"	879	146873	598.5	1014.0
	"Wake County, NC"	"37183"	"2004"	"2004"	"White"	"2106-3"	2539	483073	525.6	689.0
	"Wake County, NC"	"37183"	"2005"	"2005"	"Black or African American"	"2054-5"	897	153779	583.3	992.3
	"Wake County, NC"	"37183"	"2005"	"2005"	"White"	"2106-3"	2683	497478	539.3	690.1
	"Wake County, NC"	"37183"	"2006"	"2006"	"Black or African American"	"2054-5"	860	162338	529.8	881.5
	"Wake County, NC"	"37183"	"2006"	"2006"	"White"	"2106-3"	2756	516787	533.3	648.7
	"Wake County, NC"	"37183"	"2007"	"2007"	"Black or African American"	"2054-5"	941	170233	552.8	908.2
	"Wake County, NC"	"37183"	"2007"	"2007"	"White"	"2106-3"	2944	535674	549.6	659.0
	"Wake County, NC"	"37183"	"2008"	"2008"	"Black or African American"	"2054-5"	894	177497	503.7	840.9
	"Wake County, NC"	"37183"	"2008"	"2008"	"White"	"2106-3"	3062	552310	554.4	653.0
	"Wake County, NC"	"37183"	"2009"	"2009"	"Black or African American"	"2054-5"	954	184556	516.9	848.5
	"Wake County, NC"	"37183"	"2009"	"2009"	"White"	"2106-3"	3053	563326	542.0	625.1
	"Wake County, NC"	"37183"	"2010"	"2010"	"Black or African American"	"2054-5"	978	188969	517.5	849.7
	"Wake County, NC"	"37183"	"2010"	"2010"	"White"	"2106-3"	3147	569822	552.3	623.0
	"Wake County, NC"	"37183"	"2011"	"2011"	"Black or African American"	"2054-5"	1007	195753	514.4	813.3
	"Wake County, NC"	"37183"	"2011"	"2011"	"White"	"2106-3"	3247	584760	555.3	607.8
	"Wake County, NC"	"37183"	"2012"	"2012"	"Black or African American"	"2054-5"	1005	201698	498.3	781.6
	"Wake County, NC"	"37183"	"2012"	"2012"	"White"	"2106-3"	3554	595230	597.1	640.8
	"Wake County, NC"	"37183"	"2013"	"2013"	"Black or African American"	"2054-5"	1071	206506	518.6	794.9
	"Wake County, NC"	"37183"	"2013"	"2013"	"White"	"2106-3"	3599	606611	593.3	616.0
	"Wake County, NC"	"37183"	"2014"	"2014"	"Black or African American"	"2054-5"	1158	210672	549.7	824.1
	"Wake County, NC"	"37183"	"2014"	"2014"	"White"	"2106-3"	3709	619154	599.0	609.2
	"Wake County, NC"	"37183"	"2015"	"2015"	"Black or African American"	"2054-5"	1161	215402	539.0	798.7
	"Wake County, NC"	"37183"	"2015"	"2015"	"White"	"2106-3"	3855	631180	610.8	617.3
	"Wake County, NC"	"37183"	"2016"	"2016"	"Black or African American"	"2054-5"	1274	219009	581.7	824.0
	"Wake County, NC"	"37183"	"2016"	"2016"	"White"	"2106-3"	3987	644366	618.7	609.0
	"Wake County, NC"	"37183"	"2017"	"2017"	"Black or African American"	"2054-5"	1272	222757	571.0	776.0
	"Wake County, NC"	"37183"	"2017"	"2017"	"White"	"2106-3"	4140	656232	630.9	601.0
	"Wake County, NC"	"37183"	"2018"	"2018"	"Black or African American"	"2054-5"	1270	226016	561.9	758.1
	"Wake County, NC"	"37183"	"2018"	"2018"	"White"	"2106-3"	4272	665139	642.3	600.2
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Black or African American"	"2054-5"	1467	199141	736.7	1197.1
	"Franklin County, OH"	"39049"	"2000"	"2000"	"White"	"2106-3"	6504	806481	806.5	919.7
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Black or African American"	"2054-5"	1460	207218	704.6	1132.9
	"Franklin County, OH"	"39049"	"2001"	"2001"	"White"	"2106-3"	6567	807111	813.6	921.5
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Black or African American"	"2054-5"	1571	213826	734.7	1188.1
	"Franklin County, OH"	"39049"	"2002"	"2002"	"White"	"2106-3"	6665	802098	830.9	927.1
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Black or African American"	"2054-5"	1550	219835	705.1	1122.3
	"Franklin County, OH"	"39049"	"2003"	"2003"	"White"	"2106-3"	6697	797947	839.3	918.6
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Black or African American"	"2054-5"	1599	225325	709.6	1126.3
	"Franklin County, OH"	"39049"	"2004"	"2004"	"White"	"2106-3"	6496	792855	819.3	885.1
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Black or African American"	"2054-5"	1612	230352	699.8	1074.8
	"Franklin County, OH"	"39049"	"2005"	"2005"	"White"	"2106-3"	6721	789109	851.7	906.4
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Black or African American"	"2054-5"	1624	236236	687.4	1034.7
	"Franklin County, OH"	"39049"	"2006"	"2006"	"White"	"2106-3"	6567	788864	832.5	870.2
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Black or African American"	"2054-5"	1624	241928	671.3	1018.6
	"Franklin County, OH"	"39049"	"2007"	"2007"	"White"	"2106-3"	6463	790076	818.0	838.7
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Black or African American"	"2054-5"	1665	247964	671.5	994.0
	"Franklin County, OH"	"39049"	"2008"	"2008"	"White"	"2106-3"	6730	793100	848.6	855.7
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Black or African American"	"2054-5"	1738	253782	684.8	1019.4
	"Franklin County, OH"	"39049"	"2009"	"2009"	"White"	"2106-3"	6570	796950	824.4	826.9
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Black or African American"	"2054-5"	1660	257303	645.2	940.4
	"Franklin County, OH"	"39049"	"2010"	"2010"	"White"	"2106-3"	6704	797843	840.3	837.1
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Black or African American"	"2054-5"	1694	260629	650.0	928.0
	"Franklin County, OH"	"39049"	"2011"	"2011"	"White"	"2106-3"	6769	806175	839.6	828.1
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Black or African American"	"2054-5"	1715	267775	640.5	912.5
	"Franklin County, OH"	"39049"	"2012"	"2012"	"White"	"2106-3"	6918	811655	852.3	828.5
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Black or African American"	"2054-5"	1808	273428	661.2	935.5
	"Franklin County, OH"	"39049"	"2013"	"2013"	"White"	"2106-3"	6910	818946	843.8	809.4
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Black or African American"	"2054-5"	1841	281186	654.7	917.0
	"Franklin County, OH"	"39049"	"2014"	"2014"	"White"	"2106-3"	6973	824168	846.1	803.5
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Black or African American"	"2054-5"	1934	289334	668.4	927.7
	"Franklin County, OH"	"39049"	"2015"	"2015"	"White"	"2106-3"	7536	830355	907.6	856.5
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Black or African American"	"2054-5"	2015	297349	677.7	920.1
	"Franklin County, OH"	"39049"	"2016"	"2016"	"White"	"2106-3"	7332	828355	885.1	826.4
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Black or African American"	"2054-5"	2149	308144	697.4	925.3
	"Franklin County, OH"	"39049"	"2017"	"2017"	"White"	"2106-3"	7632	836074	912.8	838.0
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Black or African American"	"2054-5"	2232	316701	704.8	933.3
	"Franklin County, OH"	"39049"	"2018"	"2018"	"White"	"2106-3"	7699	836798	920.1	833.6
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Black or African American"	"2054-5"	1824	201565	904.9	1187.0
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"White"	"2106-3"	6425	617524	1040.4	867.6
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Black or African American"	"2054-5"	1768	203139	870.3	1141.1
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"White"	"2106-3"	6455	609382	1059.3	881.1
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Black or African American"	"2054-5"	1843	204124	902.9	1182.5
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"White"	"2106-3"	6557	598953	1094.7	902.3
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Black or African American"	"2054-5"	1796	204713	877.3	1132.1
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"White"	"2106-3"	6202	589940	1051.3	853.3
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Black or African American"	"2054-5"	1923	205222	937.0	1210.1
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"White"	"2106-3"	5959	580389	1026.7	825.9
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Black or African American"	"2054-5"	1909	205866	927.3	1185.0
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"White"	"2106-3"	6055	571611	1059.3	846.7
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Black or African American"	"2054-5"	1801	207081	869.7	1098.2
