"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"Male"	"M"	1913	158567	1206.4	1465.7
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"Female"	"F"	1911	173948	1098.6	891.9
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"Male"	"M"	1825	157040	1162.1	1417.8
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Female"	"F"	1761	170300	1034.1	835.4
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Male"	"M"	1778	154645	1149.7	1390.7
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Female"	"F"	1789	167239	1069.7	884.9
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Male"	"M"	1795	152892	1174.0	1429.3
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Female"	"F"	1680	165612	1014.4	843.6
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Male"	"M"	1638	152347	1075.2	1294.7
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Female"	"F"	1659	165252	1003.9	846.8
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Male"	"M"	1652	152703	1081.8	1299.7
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Female"	"F"	1551	165023	939.9	819.2
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Male"	"M"	1546	153819	1005.1	1209.3
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Female"	"F"	1522	165123	921.7	803.3
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Male"	"M"	1545	154171	1002.1	1205.9
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Female"	"F"	1442	164132	878.6	776.1
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Male"	"M"	1548	153937	1005.6	1214.1
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Female"	"F"	1415	164506	860.2	743.8
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Male"	"M"	1521	153666	989.8	1170.0
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Female"	"F"	1442	164393	877.2	760.7
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Male"	"M"	1458	154023	946.6	1105.9
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Female"	"F"	1446	163997	881.7	763.3
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Male"	"M"	1547	153422	1008.3	1168.5
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Female"	"F"	1363	162878	836.8	736.0
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Male"	"M"	1602	152807	1048.4	1201.4
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Female"	"F"	1392	160688	866.3	755.8
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Male"	"M"	1617	150716	1072.9	1197.1
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Female"	"F"	1399	159301	878.2	735.3
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Male"	"M"	1740	149325	1165.2	1225.3
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Female"	"F"	1366	156286	874.0	722.8
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Male"	"M"	1674	146552	1142.3	1165.5
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Female"	"F"	1830	236851	772.6	715.2
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Male"	"M"	1706	226734	752.4	1050.8
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Female"	"F"	1922	239004	804.2	750.9
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Male"	"M"	1727	229121	753.8	1045.1
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Female"	"F"	1881	240735	781.4	733.4
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Male"	"M"	1805	231131	780.9	1067.6
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Female"	"F"	1883	242919	775.2	724.7
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Male"	"M"	1761	233782	753.3	1051.6
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Female"	"F"	1798	245416	732.6	687.3
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Male"	"M"	1714	236659	724.2	1001.6
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Female"	"F"	1800	248355	724.8	675.8
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Male"	"M"	1752	239759	730.7	990.3
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Female"	"F"	1853	251228	737.6	681.5
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Male"	"M"	1727	242529	712.1	939.6
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Female"	"F"	1896	253932	746.7	687.2
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Male"	"M"	1693	244811	691.6	903.6
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Female"	"F"	1944	256596	757.6	697.7
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Male"	"M"	1770	247951	713.9	928.7
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Female"	"F"	1792	260317	688.4	632.2
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Male"	"M"	1642	251585	652.7	829.0
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Female"	"F"	1815	262946	690.3	631.7
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Male"	"M"	1820	254164	716.1	919.3
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Female"	"F"	1912	266711	716.9	649.4
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Male"	"M"	1877	258150	727.1	920.6
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Female"	"F"	1916	270022	709.6	639.5
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Male"	"M"	1921	261243	735.3	917.5
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Female"	"F"	1964	272811	719.9	648.9
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Male"	"M"	1934	264445	731.3	914.8
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Female"	"F"	1929	275619	699.9	629.2
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Male"	"M"	2040	267625	762.3	927.3
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Female"	"F"	2101	278628	754.1	674.2
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Male"	"M"	2110	271436	777.3	948.5
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Female"	"F"	2000	281241	711.1	632.7
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Male"	"M"	1940	273754	708.7	838.6
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Female"	"F"	2050	284563	720.4	633.6
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Male"	"M"	2120	277057	765.2	878.8
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Female"	"F"	2073	287002	722.3	627.3
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Male"	"M"	2123	279878	758.5	857.3
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Female"	"F"	1904	219319	868.1	774.2
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Male"	"M"	1663	201729	824.4	1085.9
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Female"	"F"	1763	223385	789.2	710.6
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Male"	"M"	1620	204996	790.3	1036.3
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Female"	"F"	1857	225522	823.4	739.1
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Male"	"M"	1658	206546	802.7	1039.2
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Female"	"F"	1875	228253	821.5	729.0
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Male"	"M"	1667	208074	801.2	1023.7
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Female"	"F"	1829	230311	794.1	703.4
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Male"	"M"	1709	210286	812.7	1018.6
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Female"	"F"	1896	234477	808.6	701.8
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Male"	"M"	1776	213715	831.0	1022.2
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Female"	"F"	1822	239936	759.4	657.0
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Male"	"M"	1721	218856	786.4	947.3
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Female"	"F"	1898	245611	772.8	671.5
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Male"	"M"	1739	222855	780.3	926.6
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Female"	"F"	1929	250214	770.9	665.9
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Male"	"M"	1768	227595	776.8	913.8
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Female"	"F"	2059	253734	811.5	689.8
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Male"	"M"	1762	230446	764.6	888.6
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Female"	"F"	1907	255923	745.1	634.4
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Male"	"M"	1802	232483	775.1	896.2
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Female"	"F"	2048	259626	788.8	658.2
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Male"	"M"	1850	235653	785.1	889.8
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Female"	"F"	2076	262151	791.9	654.6
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Male"	"M"	1857	238728	777.9	854.7
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Female"	"F"	2050	265405	772.4	627.7
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Male"	"M"	1931	241205	800.6	868.6
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Female"	"F"	2135	268635	794.8	638.2
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Male"	"M"	2059	243484	845.6	894.3
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Female"	"F"	2215	271543	815.7	644.7
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Male"	"M"	2075	246057	843.3	880.6
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Female"	"F"	2181	274081	795.8	627.4
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Male"	"M"	2191	247249	886.2	913.2
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Female"	"F"	2330	277132	840.8	662.8
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Male"	"M"	2259	249821	904.2	906.9
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Female"	"F"	2335	280983	831.0	656.0
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Male"	"M"	2260	252687	894.4	888.6
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Female"	"F"	2326	353997	657.1	743.4
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Male"	"M"	2268	341457	664.2	1128.4
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Female"	"F"	2215	366835	603.8	684.8
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Male"	"M"	2256	353336	638.5	1069.4
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Female"	"F"	2393	376033	636.4	720.2
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Male"	"M"	2248	360389	623.8	1029.3
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Female"	"F"	2468	386465	638.6	725.3
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Male"	"M"	2264	367526	616.0	1020.7
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Female"	"F"	2407	396624	606.9	689.4
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Male"	"M"	2284	376325	606.9	987.0
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Female"	"F"	2492	410743	606.7	690.4
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Male"	"M"	2313	387958	596.2	971.3
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Female"	"F"	2441	427832	570.6	644.0
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Male"	"M"	2401	403675	594.8	954.0
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Female"	"F"	2497	444934	561.2	636.7
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Male"	"M"	2507	417243	600.8	943.0
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Female"	"F"	2583	457729	564.3	636.7
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Male"	"M"	2450	430262	569.4	891.7
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Female"	"F"	2619	469198	558.2	623.3
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Male"	"M"	2458	439506	559.3	866.9
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Female"	"F"	2527	474747	532.3	588.2
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Male"	"M"	2552	444881	573.6	880.9
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Female"	"F"	2634	487892	539.9	582.0
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Male"	"M"	2521	456481	552.3	829.2
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Female"	"F"	2775	501172	553.7	588.9
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Male"	"M"	2603	467859	556.4	818.0
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Female"	"F"	2820	513305	549.4	577.9
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Male"	"M"	2656	477672	556.0	791.8
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Female"	"F"	2900	525471	551.9	572.8
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Male"	"M"	2858	487068	586.8	813.3
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Female"	"F"	3065	536856	570.9	587.3
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Male"	"M"	2959	497214	595.1	818.8
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Female"	"F"	3153	548403	574.9	581.1
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Male"	"M"	3074	506432	607.0	813.7
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Female"	"F"	3097	559106	553.9	563.0
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Male"	"M"	3094	517731	597.6	785.3
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Female"	"F"	3208	567887	564.9	564.3
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Male"	"M"	3272	526014	622.0	801.6
	"Wake County, NC"	"37183"	"2000"	"2000"	"Female"	"F"	1691	316410	534.4	700.3
	"Wake County, NC"	"37183"	"2000"	"2000"	"Male"	"M"	1558	311436	500.3	992.4
	"Wake County, NC"	"37183"	"2001"	"2001"	"Female"	"F"	1701	331517	513.1	668.0
	"Wake County, NC"	"37183"	"2001"	"2001"	"Male"	"M"	1631	325302	501.4	1004.4
	"Wake County, NC"	"37183"	"2002"	"2002"	"Female"	"F"	1733	342409	506.1	657.7
	"Wake County, NC"	"37183"	"2002"	"2002"	"Male"	"M"	1629	333983	487.7	961.4
	"Wake County, NC"	"37183"	"2003"	"2003"	"Female"	"F"	1879	353877	531.0	687.4
	"Wake County, NC"	"37183"	"2003"	"2003"	"Male"	"M"	1696	341869	496.1	932.6
	"Wake County, NC"	"37183"	"2004"	"2004"	"Female"	"F"	1835	364794	503.0	638.9
	"Wake County, NC"	"37183"	"2004"	"2004"	"Male"	"M"	1683	351542	478.7	862.4
	"Wake County, NC"	"37183"	"2005"	"2005"	"Female"	"F"	1900	380664	499.1	628.8
	"Wake County, NC"	"37183"	"2005"	"2005"	"Male"	"M"	1793	365384	490.7	870.6
	"Wake County, NC"	"37183"	"2006"	"2006"	"Female"	"F"	1911	400509	477.1	580.0
	"Wake County, NC"	"37183"	"2006"	"2006"	"Male"	"M"	1834	383529	478.2	807.0
	"Wake County, NC"	"37183"	"2007"	"2007"	"Female"	"F"	2089	421100	496.1	600.2
	"Wake County, NC"	"37183"	"2007"	"2007"	"Male"	"M"	1942	400507	484.9	814.6
	"Wake County, NC"	"37183"	"2008"	"2008"	"Female"	"F"	2117	438774	482.5	582.7
	"Wake County, NC"	"37183"	"2008"	"2008"	"Male"	"M"	1993	417718	477.1	793.6
	"Wake County, NC"	"37183"	"2009"	"2009"	"Female"	"F"	2197	453495	484.5	572.6
	"Wake County, NC"	"37183"	"2009"	"2009"	"Male"	"M"	1962	430129	456.1	751.9
	"Wake County, NC"	"37183"	"2010"	"2010"	"Female"	"F"	2259	462201	488.7	574.4
	"Wake County, NC"	"37183"	"2010"	"2010"	"Male"	"M"	2027	438792	462.0	741.7
	"Wake County, NC"	"37183"	"2011"	"2011"	"Female"	"F"	2288	477042	479.6	550.2
	"Wake County, NC"	"37183"	"2011"	"2011"	"Male"	"M"	2139	452738	472.5	732.2
	"Wake County, NC"	"37183"	"2012"	"2012"	"Female"	"F"	2481	488386	508.0	571.3
	"Wake County, NC"	"37183"	"2012"	"2012"	"Male"	"M"	2234	463765	481.7	744.9
	"Wake County, NC"	"37183"	"2013"	"2013"	"Female"	"F"	2459	499691	492.1	539.9
	"Wake County, NC"	"37183"	"2013"	"2013"	"Male"	"M"	2376	474598	500.6	737.8
	"Wake County, NC"	"37183"	"2014"	"2014"	"Female"	"F"	2545	512700	496.4	533.9
	"Wake County, NC"	"37183"	"2014"	"2014"	"Male"	"M"	2540	485991	522.6	755.1
	"Wake County, NC"	"37183"	"2015"	"2015"	"Female"	"F"	2677	525493	509.4	545.7
	"Wake County, NC"	"37183"	"2015"	"2015"	"Male"	"M"	2560	498705	513.3	729.8
	"Wake County, NC"	"37183"	"2016"	"2016"	"Female"	"F"	2869	538241	533.0	559.7
	"Wake County, NC"	"37183"	"2016"	"2016"	"Male"	"M"	2686	508550	528.2	725.2
	"Wake County, NC"	"37183"	"2017"	"2017"	"Female"	"F"	2853	550211	518.5	529.3
	"Wake County, NC"	"37183"	"2017"	"2017"	"Male"	"M"	2888	521992	553.3	739.5
	"Wake County, NC"	"37183"	"2018"	"2018"	"Female"	"F"	2901	560759	517.3	523.7
	"Wake County, NC"	"37183"	"2018"	"2018"	"Male"	"M"	2950	531546	555.0	716.9
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Female"	"F"	4337	549695	789.0	828.8
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Male"	"M"	3782	519283	728.3	1147.4
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Female"	"F"	4271	556523	767.4	812.0
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Male"	"M"	3915	526415	743.7	1159.6
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Female"	"F"	4410	559236	788.6	827.8
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Male"	"M"	3998	529457	755.1	1163.7
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Female"	"F"	4371	562267	777.4	809.9
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Male"	"M"	4043	532983	758.6	1135.5
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Female"	"F"	4245	564433	752.1	780.9
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Male"	"M"	4045	535170	755.8	1110.0
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Female"	"F"	4414	567546	777.7	801.6
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Male"	"M"	4106	537951	763.3	1113.7
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Female"	"F"	4332	573105	755.9	769.3
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Male"	"M"	4002	542819	737.3	1050.6
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Female"	"F"	4186	578432	723.7	729.9
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Male"	"M"	4059	548742	739.7	1034.1
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Female"	"F"	4383	585533	748.5	749.5
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Male"	"M"	4164	555650	749.4	1027.2
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Female"	"F"	4381	592863	739.0	738.0
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Male"	"M"	4094	562545	727.8	989.1
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Female"	"F"	4302	596915	720.7	714.8
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Male"	"M"	4226	566499	746.0	1017.0
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Female"	"F"	4510	604566	746.0	734.7
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Male"	"M"	4140	574233	721.0	960.1
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Female"	"F"	4586	612937	748.2	731.2
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Male"	"M"	4244	582600	728.5	958.4
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Female"	"F"	4533	621721	729.1	705.0
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Male"	"M"	4374	590542	740.7	959.5
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Female"	"F"	4540	631376	719.1	695.1
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Male"	"M"	4479	600017	746.5	948.8
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Female"	"F"	4921	641584	767.0	742.4
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Male"	"M"	4823	610138	790.5	995.2
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Female"	"F"	4852	647359	749.5	722.4
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Male"	"M"	4772	617159	773.2	961.4
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Female"	"F"	4966	661710	750.5	714.3
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Male"	"M"	5065	630271	803.6	979.0
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Female"	"F"	5012	670214	747.8	707.6
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Male"	"M"	5222	640086	815.8	982.3
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Female"	"F"	4597	442334	1039.3	801.1
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Male"	"M"	3725	402969	924.4	1109.3
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Female"	"F"	4482	439375	1020.1	790.3
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Male"	"M"	3827	400960	954.5	1135.6
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Female"	"F"	4541	434821	1044.3	811.1
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Male"	"M"	3972	397569	999.1	1176.7
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Female"	"F"	4308	430693	1000.2	770.6
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Male"	"M"	3760	394446	953.2	1106.7
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Female"	"F"	4270	426214	1001.8	772.0
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Male"	"M"	3685	391092	942.2	1077.7
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Female"	"F"	4397	422274	1041.3	801.2
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Male"	"M"	3637	388078	937.2	1055.0
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Female"	"F"	4347	419282	1036.8	785.9
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Male"	"M"	3869	385631	1003.3	1117.6
	"Hamilton County, OH"	"39061"	"2007"	"2007"	"Female"	"F"	4042	417672	967.7	729.4
	"Hamilton County, OH"	"39061"	"2007"	"2007"	"Male"	"M"	3722	384143	968.9	1062.6
	"Hamilton County, OH"	"39061"	"2008"	"2008"	"Female"	"F"	4150	416475	996.5	749.1
	"Hamilton County, OH"	"39061"	"2008"	"2008"	"Male"	"M"	3682	383365	960.4	1038.6
	"Hamilton County, OH"	"39061"	"2009"	"2009"	"Female"	"F"	3973	417352	952.0	717.3
	"Hamilton County, OH"	"39061"	"2009"	"2009"	"Male"	"M"	3546	384797	921.5	987.4
	"Hamilton County, OH"	"39061"	"2010"	"2010"	"Female"	"F"	4120	417153	987.6	740.7
	"Hamilton County, OH"	"39061"	"2010"	"2010"	"Male"	"M"	3417	385221	887.0	943.1
	"Hamilton County, OH"	"39061"	"2011"	"2011"	"Female"	"F"	4041	415956	971.5	724.6
	"Hamilton County, OH"	"39061"	"2011"	"2011"	"Male"	"M"	3728	384406	969.8	1023.6
	"Hamilton County, OH"	"39061"	"2012"	"2012"	"Female"	"F"	3875	416291	930.8	693.6
	"Hamilton County, OH"	"39061"	"2012"	"2012"	"Male"	"M"	3633	385747	941.8	976.5
	"Hamilton County, OH"	"39061"	"2013"	"2013"	"Female"	"F"	4014	417048	962.5	711.4
	"Hamilton County, OH"	"39061"	"2013"	"2013"	"Male"	"M"	3639	387472	939.2	951.4
	"Hamilton County, OH"	"39061"	"2014"	"2014"	"Female"	"F"	4086	418495	976.4	718.4
	"Hamilton County, OH"	"39061"	"2014"	"2014"	"Male"	"M"	3914	388136	1008.4	1017.6
	"Hamilton County, OH"	"39061"	"2015"	"2015"	"Female"	"F"	4145	418989	989.3	732.3
	"Hamilton County, OH"	"39061"	"2015"	"2015"	"Male"	"M"	3949	388609	1016.2	1026.5
	"Hamilton County, OH"	"39061"	"2016"	"2016"	"Female"	"F"	4029	419005	961.6	709.3
	"Hamilton County, OH"	"39061"	"2016"	"2016"	"Male"	"M"	3855	390094	988.2	977.3
	"Hamilton County, OH"	"39061"	"2017"	"2017"	"Female"	"F"	4259	421073	1011.5	744.9
	"Hamilton County, OH"	"39061"	"2017"	"2017"	"Male"	"M"	4115	392749	1047.7	1030.6
	"Hamilton County, OH"	"39061"	"2018"	"2018"	"Female"	"F"	4112	422178	974.0	713.6
	"Hamilton County, OH"	"39061"	"2018"	"2018"	"Male"	"M"	4030	394506	1021.5	1003.8
	"Montgomery County, OH"	"39113"	"2000"	"2000"	"Female"	"F"	2898	290691	996.9	814.8
	"Montgomery County, OH"	"39113"	"2000"	"2000"	"Male"	"M"	2690	268371	1002.3	1167.1
	"Montgomery County, OH"	"39113"	"2001"	"2001"	"Female"	"F"	2902	288834	1004.7	806.8
	"Montgomery County, OH"	"39113"	"2001"	"2001"	"Male"	"M"	2663	266702	998.5	1139.9
	"Montgomery County, OH"	"39113"	"2002"	"2002"	"Female"	"F"	2920	287565	1015.4	807.6
	"Montgomery County, OH"	"39113"	"2002"	"2002"	"Male"	"M"	2734	265605	1029.3	1151.1
	"Montgomery County, OH"	"39113"	"2003"	"2003"	"Female"	"F"	2957	286865	1030.8	807.8
	"Montgomery County, OH"	"39113"	"2003"	"2003"	"Male"	"M"	2553	264877	963.8	1056.8
	"Montgomery County, OH"	"39113"	"2004"	"2004"	"Female"	"F"	2771	285659	970.0	754.0
	"Montgomery County, OH"	"39113"	"2004"	"2004"	"Male"	"M"	2592	264054	981.6	1051.5
	"Montgomery County, OH"	"39113"	"2005"	"2005"	"Female"	"F"	2677	284368	941.4	712.1
	"Montgomery County, OH"	"39113"	"2005"	"2005"	"Male"	"M"	2722	262611	1036.5	1095.4
	"Montgomery County, OH"	"39113"	"2006"	"2006"	"Female"	"F"	2724	282529	964.1	724.3
	"Montgomery County, OH"	"39113"	"2006"	"2006"	"Male"	"M"	2618	261091	1002.7	1037.5
