"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"St. Louis County, MO"	"29189"	"2013"	"2013"	"White"	"2106-3"	6970	689204	1011.3	616.7
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Black or African American"	"2054-5"	1781	243509	731.4	864.4
	"St. Louis County, MO"	"29189"	"2014"	"2014"	"White"	"2106-3"	6926	685277	1010.7	609.6
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Black or African American"	"2054-5"	1841	245819	748.9	858.4
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"White"	"2106-3"	7196	681851	1055.4	629.3
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"Black or African American"	"2054-5"	1896	248845	761.9	855.3
	"St. Louis County, MO"	"29189"	"2016"	"2016"	"White"	"2106-3"	7104	673981	1054.0	613.6
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"Black or African American"	"2054-5"	2027	250702	808.5	902.9
	"St. Louis County, MO"	"29189"	"2017"	"2017"	"White"	"2106-3"	7132	667852	1067.9	617.1
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"Black or African American"	"2054-5"	2226	252984	879.9	957.9
	"St. Louis County, MO"	"29189"	"2018"	"2018"	"White"	"2106-3"	7450	663456	1122.9	640.5
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"Black or African American"	"2054-5"	1837	180069	1020.2	1159.1
	"St. Louis city, MO"	"29510"	"2000"	"2000"	"White"	"2106-3"	2017	152304	1324.3	951.7
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"Black or African American"	"2054-5"	1860	177791	1046.2	1188.7
	"St. Louis city, MO"	"29510"	"2001"	"2001"	"White"	"2106-3"	1917	148708	1289.1	945.8
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"Black or African American"	"2054-5"	1807	175483	1029.7	1159.2
	"St. Louis city, MO"	"29510"	"2002"	"2002"	"White"	"2106-3"	1997	145555	1372.0	1016.4
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"Black or African American"	"2054-5"	1870	173789	1076.0	1214.9
	"St. Louis city, MO"	"29510"	"2003"	"2003"	"White"	"2106-3"	1771	143231	1236.5	948.7
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"Black or African American"	"2054-5"	1713	171835	996.9	1122.4
	"St. Louis city, MO"	"29510"	"2004"	"2004"	"White"	"2106-3"	1692	140584	1203.6	950.4
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"Black or African American"	"2054-5"	1665	168378	988.8	1095.6
	"St. Louis city, MO"	"29510"	"2005"	"2005"	"White"	"2106-3"	1560	137404	1135.3	898.5
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"Black or African American"	"2054-5"	1646	165390	995.2	1097.7
	"St. Louis city, MO"	"29510"	"2006"	"2006"	"White"	"2106-3"	1538	134912	1140.0	930.7
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"Black or African American"	"2054-5"	1573	162916	965.5	1054.8
	"St. Louis city, MO"	"29510"	"2007"	"2007"	"White"	"2106-3"	1369	134552	1017.5	847.8
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"Black or African American"	"2054-5"	1492	161671	922.9	1000.3
	"St. Louis city, MO"	"29510"	"2008"	"2008"	"White"	"2106-3"	1475	135068	1092.0	931.2
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"Black or African American"	"2054-5"	1359	160643	846.0	929.2
	"St. Louis city, MO"	"29510"	"2009"	"2009"	"White"	"2106-3"	1375	136261	1009.1	882.1
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"Black or African American"	"2054-5"	1438	159882	899.4	981.3
	"St. Louis city, MO"	"29510"	"2010"	"2010"	"White"	"2106-3"	1292	136912	943.7	838.7
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"Black or African American"	"2054-5"	1394	155814	894.7	950.1
	"St. Louis city, MO"	"29510"	"2011"	"2011"	"White"	"2106-3"	1249	139750	893.7	828.4
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"Black or African American"	"2054-5"	1397	156654	891.8	934.4
	"St. Louis city, MO"	"29510"	"2012"	"2012"	"White"	"2106-3"	1209	138521	872.8	788.7
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"Black or African American"	"2054-5"	1321	154356	855.8	878.1
	"St. Louis city, MO"	"29510"	"2013"	"2013"	"White"	"2106-3"	1199	140515	853.3	786.6
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"Black or African American"	"2054-5"	1444	152933	944.2	963.5
	"St. Louis city, MO"	"29510"	"2014"	"2014"	"White"	"2106-3"	1125	140516	800.6	749.2
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Black or African American"	"2054-5"	1380	149978	920.1	922.5
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"White"	"2106-3"	1156	141168	818.9	772.2
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"Black or African American"	"2054-5"	1370	148885	920.2	916.9
	"St. Louis city, MO"	"29510"	"2016"	"2016"	"White"	"2106-3"	1104	137904	800.6	737.9
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"Black or African American"	"2054-5"	1430	145723	981.3	914.7
	"St. Louis city, MO"	"29510"	"2017"	"2017"	"White"	"2106-3"	1151	137883	834.8	738.5
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"Black or African American"	"2054-5"	1424	141430	1006.9	917.2
	"St. Louis city, MO"	"29510"	"2018"	"2018"	"White"	"2106-3"	1056	136310	774.7	670.0
	"Douglas County, NE"	"31055"	"2000"	"2000"	"Black or African American"	"2054-5"	391	55358	706.3	1138.2
	"Douglas County, NE"	"31055"	"2000"	"2000"	"White"	"2106-3"	2858	365763	781.4	780.7
	"Douglas County, NE"	"31055"	"2001"	"2001"	"Black or African American"	"2054-5"	381	56094	679.2	1091.8
	"Douglas County, NE"	"31055"	"2001"	"2001"	"White"	"2106-3"	2952	365674	807.3	801.4
	"Douglas County, NE"	"31055"	"2002"	"2002"	"Black or African American"	"2054-5"	398	56618	703.0	1103.6
	"Douglas County, NE"	"31055"	"2002"	"2002"	"White"	"2106-3"	2943	365252	805.7	796.4
	"Douglas County, NE"	"31055"	"2003"	"2003"	"Black or African American"	"2054-5"	410	57379	714.5	1137.6
	"Douglas County, NE"	"31055"	"2003"	"2003"	"White"	"2106-3"	2892	365830	790.5	772.1
	"Douglas County, NE"	"31055"	"2004"	"2004"	"Black or African American"	"2054-5"	401	58399	686.7	1091.3
	"Douglas County, NE"	"31055"	"2004"	"2004"	"White"	"2106-3"	2789	367138	759.7	737.7
	"Douglas County, NE"	"31055"	"2005"	"2005"	"Black or African American"	"2054-5"	379	59040	641.9	1015.5
	"Douglas County, NE"	"31055"	"2005"	"2005"	"White"	"2106-3"	2818	369328	763.0	733.5
	"Douglas County, NE"	"31055"	"2006"	"2006"	"Black or African American"	"2054-5"	377	60147	626.8	986.8
	"Douglas County, NE"	"31055"	"2006"	"2006"	"White"	"2106-3"	2872	370624	774.9	732.3
	"Douglas County, NE"	"31055"	"2007"	"2007"	"Black or African American"	"2054-5"	424	61053	694.5	1090.5
	"Douglas County, NE"	"31055"	"2007"	"2007"	"White"	"2106-3"	2820	371693	758.7	703.8
	"Douglas County, NE"	"31055"	"2008"	"2008"	"Black or African American"	"2054-5"	384	61991	619.4	951.1
	"Douglas County, NE"	"31055"	"2008"	"2008"	"White"	"2106-3"	3005	373188	805.2	741.8
	"Douglas County, NE"	"31055"	"2009"	"2009"	"Black or African American"	"2054-5"	395	63016	626.8	1016.6
	"Douglas County, NE"	"31055"	"2009"	"2009"	"White"	"2106-3"	2721	375985	723.7	656.5
	"Douglas County, NE"	"31055"	"2010"	"2010"	"Black or African American"	"2054-5"	403	63852	631.1	983.4
	"Douglas County, NE"	"31055"	"2010"	"2010"	"White"	"2106-3"	2873	377276	761.5	684.7
	"Douglas County, NE"	"31055"	"2011"	"2011"	"Black or African American"	"2054-5"	395	63816	619.0	921.0
	"Douglas County, NE"	"31055"	"2011"	"2011"	"White"	"2106-3"	3046	382112	797.1	713.0
	"Douglas County, NE"	"31055"	"2012"	"2012"	"Black or African American"	"2054-5"	436	64778	673.1	1026.8
	"Douglas County, NE"	"31055"	"2012"	"2012"	"White"	"2106-3"	2981	384731	774.8	683.7
	"Douglas County, NE"	"31055"	"2013"	"2013"	"Black or African American"	"2054-5"	418	64872	644.3	954.6
	"Douglas County, NE"	"31055"	"2013"	"2013"	"White"	"2106-3"	3101	388612	798.0	706.7
	"Douglas County, NE"	"31055"	"2014"	"2014"	"Black or African American"	"2054-5"	401	65581	611.5	900.7
	"Douglas County, NE"	"31055"	"2014"	"2014"	"White"	"2106-3"	3144	390527	805.1	700.5
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Black or African American"	"2054-5"	443	66174	669.4	981.5
	"Douglas County, NE"	"31055"	"2015"	"2015"	"White"	"2106-3"	3302	392692	840.9	729.3
	"Douglas County, NE"	"31055"	"2016"	"2016"	"Black or African American"	"2054-5"	474	66256	715.4	1004.6
	"Douglas County, NE"	"31055"	"2016"	"2016"	"White"	"2106-3"	3025	394242	767.3	649.7
	"Douglas County, NE"	"31055"	"2017"	"2017"	"Black or African American"	"2054-5"	474	67271	704.6	970.3
	"Douglas County, NE"	"31055"	"2017"	"2017"	"White"	"2106-3"	3240	396192	817.8	682.0
	"Douglas County, NE"	"31055"	"2018"	"2018"	"Black or African American"	"2054-5"	498	68079	731.5	999.7
	"Douglas County, NE"	"31055"	"2018"	"2018"	"White"	"2106-3"	3267	397773	821.3	671.4
	"Guilford County, NC"	"37081"	"2000"	"2000"	"Black or African American"	"2054-5"	783	124501	628.9	1008.5
	"Guilford County, NC"	"37081"	"2000"	"2000"	"White"	"2106-3"	2487	267410	930.0	801.2
	"Guilford County, NC"	"37081"	"2001"	"2001"	"Black or African American"	"2054-5"	785	128675	610.1	955.8
	"Guilford County, NC"	"37081"	"2001"	"2001"	"White"	"2106-3"	2323	267667	867.9	741.0
	"Guilford County, NC"	"37081"	"2002"	"2002"	"Black or African American"	"2054-5"	869	131045	663.1	1072.6
	"Guilford County, NC"	"37081"	"2002"	"2002"	"White"	"2106-3"	2354	266379	883.7	740.6
	"Guilford County, NC"	"37081"	"2003"	"2003"	"Black or African American"	"2054-5"	793	133681	593.2	942.9
	"Guilford County, NC"	"37081"	"2003"	"2003"	"White"	"2106-3"	2457	265890	924.1	752.5
	"Guilford County, NC"	"37081"	"2004"	"2004"	"Black or African American"	"2054-5"	838	136628	613.3	969.1
	"Guilford County, NC"	"37081"	"2004"	"2004"	"White"	"2106-3"	2376	264669	897.7	719.4
	"Guilford County, NC"	"37081"	"2005"	"2005"	"Black or African American"	"2054-5"	886	140849	629.0	986.5
	"Guilford County, NC"	"37081"	"2005"	"2005"	"White"	"2106-3"	2440	265047	920.6	720.5
	"Guilford County, NC"	"37081"	"2006"	"2006"	"Black or African American"	"2054-5"	854	145907	585.3	888.9
	"Guilford County, NC"	"37081"	"2006"	"2006"	"White"	"2106-3"	2362	267309	883.6	678.7
	"Guilford County, NC"	"37081"	"2007"	"2007"	"Black or African American"	"2054-5"	845	150477	561.5	858.2
	"Guilford County, NC"	"37081"	"2007"	"2007"	"White"	"2106-3"	2434	268537	906.4	687.1
	"Guilford County, NC"	"37081"	"2008"	"2008"	"Black or African American"	"2054-5"	879	155175	566.5	852.7
	"Guilford County, NC"	"37081"	"2008"	"2008"	"White"	"2106-3"	2447	269744	907.2	670.8
	"Guilford County, NC"	"37081"	"2009"	"2009"	"Black or African American"	"2054-5"	937	159070	589.0	854.9
	"Guilford County, NC"	"37081"	"2009"	"2009"	"White"	"2106-3"	2530	269642	938.3	676.9
	"Guilford County, NC"	"37081"	"2010"	"2010"	"Black or African American"	"2054-5"	903	161702	558.4	818.4
	"Guilford County, NC"	"37081"	"2010"	"2010"	"White"	"2106-3"	2462	269267	914.3	657.9
	"Guilford County, NC"	"37081"	"2011"	"2011"	"Black or African American"	"2054-5"	948	164276	577.1	845.1
	"Guilford County, NC"	"37081"	"2011"	"2011"	"White"	"2106-3"	2603	271355	959.3	673.4
	"Guilford County, NC"	"37081"	"2012"	"2012"	"Black or African American"	"2054-5"	972	168140	578.1	806.1
	"Guilford County, NC"	"37081"	"2012"	"2012"	"White"	"2106-3"	2592	271051	956.3	656.0
	"Guilford County, NC"	"37081"	"2013"	"2013"	"Black or African American"	"2054-5"	996	171319	581.4	797.0
	"Guilford County, NC"	"37081"	"2013"	"2013"	"White"	"2106-3"	2605	271760	958.6	645.9
	"Guilford County, NC"	"37081"	"2014"	"2014"	"Black or African American"	"2054-5"	1069	174419	612.9	822.8
	"Guilford County, NC"	"37081"	"2014"	"2014"	"White"	"2106-3"	2722	271927	1001.0	657.9
	"Guilford County, NC"	"37081"	"2015"	"2015"	"Black or African American"	"2054-5"	1100	177463	619.8	815.3
	"Guilford County, NC"	"37081"	"2015"	"2015"	"White"	"2106-3"	2720	271760	1000.9	646.3
	"Guilford County, NC"	"37081"	"2016"	"2016"	"Black or African American"	"2054-5"	1151	180527	637.6	842.6
	"Guilford County, NC"	"37081"	"2016"	"2016"	"White"	"2106-3"	2716	270879	1002.7	638.8
	"Guilford County, NC"	"37081"	"2017"	"2017"	"Black or African American"	"2054-5"	1200	183493	654.0	812.1
	"Guilford County, NC"	"37081"	"2017"	"2017"	"White"	"2106-3"	2846	270510	1052.1	664.4
	"Guilford County, NC"	"37081"	"2018"	"2018"	"Black or African American"	"2054-5"	1174	187742	625.3	781.9
	"Guilford County, NC"	"37081"	"2018"	"2018"	"White"	"2106-3"	2830	270457	1046.4	652.2
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"Black or African American"	"2054-5"	1261	195133	646.2	1190.9
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	"White"	"2106-3"	2923	429625	680.4	767.5
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"Black or African American"	"2054-5"	1246	204371	609.7	1113.9
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	"White"	"2106-3"	2819	436414	645.9	715.1
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"Black or African American"	"2054-5"	1263	212106	595.5	1115.8
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	"White"	"2106-3"	2925	437983	667.8	723.0
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"Black or African American"	"2054-5"	1284	219010	586.3	1094.7
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	"White"	"2106-3"	3022	441165	685.0	733.9
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"Black or African American"	"2054-5"	1269	226998	559.0	1024.2
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	"White"	"2106-3"	2939	443944	662.0	696.5
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"Black or African American"	"2054-5"	1328	237152	560.0	1041.1
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	"White"	"2106-3"	2961	450612	657.1	684.6
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"Black or African American"	"2054-5"	1353	249667	541.9	966.9
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	"White"	"2106-3"	2947	458990	642.1	654.8
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"Black or African American"	"2054-5"	1406	260741	539.2	955.0
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	"White"	"2106-3"	3056	466051	655.7	659.7
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"Black or African American"	"2054-5"	1441	270085	533.5	949.4
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	"White"	"2106-3"	3030	471522	642.6	634.3
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"Black or African American"	"2054-5"	1477	280106	527.3	901.5
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	"White"	"2106-3"	3072	474255	647.8	627.9
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"Black or African American"	"2054-5"	1468	285447	514.3	877.4
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	"White"	"2106-3"	3069	473804	647.7	615.8
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"Black or African American"	"2054-5"	1436	292666	490.7	816.5
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	"White"	"2106-3"	3154	483978	651.7	605.1
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"Black or African American"	"2054-5"	1530	302616	505.6	818.6
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	"White"	"2106-3"	3272	490322	667.3	607.5
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"Black or African American"	"2054-5"	1598	312935	510.6	805.0
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	"White"	"2106-3"	3292	496589	662.9	589.6
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"Black or African American"	"2054-5"	1696	320735	528.8	806.6
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	"White"	"2106-3"	3293	502510	655.3	575.8
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"Black or African American"	"2054-5"	1749	328534	532.4	795.8
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	"White"	"2106-3"	3463	508817	680.6	590.1
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"Black or African American"	"2054-5"	1811	338513	535.0	779.4
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	"White"	"2106-3"	3554	512144	693.9	586.3
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"Black or African American"	"2054-5"	1835	346390	529.7	754.5
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	"White"	"2106-3"	3447	515369	668.8	566.0
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"Black or African American"	"2054-5"	1904	352680	539.9	747.2
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	"White"	"2106-3"	3609	517637	697.2	576.4
	"Wake County, NC"	"37183"	"2000"	"2000"	"Black or African American"	"2054-5"	732	125158	584.9	1041.0
	"Wake County, NC"	"37183"	"2000"	"2000"	"White"	"2106-3"	2215	444105	498.8	730.0
	"Wake County, NC"	"37183"	"2001"	"2001"	"Black or African American"	"2054-5"	792	131338	603.0	1082.7
	"Wake County, NC"	"37183"	"2001"	"2001"	"White"	"2106-3"	2268	458981	494.1	706.6
	"Wake County, NC"	"37183"	"2002"	"2002"	"Black or African American"	"2054-5"	670	135818	493.3	883.4
	"Wake County, NC"	"37183"	"2002"	"2002"	"White"	"2106-3"	2362	467553	505.2	712.6
	"Wake County, NC"	"37183"	"2003"	"2003"	"Black or African American"	"2054-5"	759	141132	537.8	959.6
	"Wake County, NC"	"37183"	"2003"	"2003"	"White"	"2106-3"	2480	475115	522.0	715.1
	"Wake County, NC"	"37183"	"2004"	"2004"	"Black or African American"	"2054-5"	804	146873	547.4	958.2
	"Wake County, NC"	"37183"	"2004"	"2004"	"White"	"2106-3"	2348	483073	486.1	647.0
	"Wake County, NC"	"37183"	"2005"	"2005"	"Black or African American"	"2054-5"	818	153779	531.9	938.7
	"Wake County, NC"	"37183"	"2005"	"2005"	"White"	"2106-3"	2483	497478	499.1	646.8
	"Wake County, NC"	"37183"	"2006"	"2006"	"Black or African American"	"2054-5"	792	162338	487.9	831.9
	"Wake County, NC"	"37183"	"2006"	"2006"	"White"	"2106-3"	2525	516787	488.6	600.9
	"Wake County, NC"	"37183"	"2007"	"2007"	"Black or African American"	"2054-5"	872	170233	512.2	866.3
	"Wake County, NC"	"37183"	"2007"	"2007"	"White"	"2106-3"	2731	535674	509.8	617.6
	"Wake County, NC"	"37183"	"2008"	"2008"	"Black or African American"	"2054-5"	833	177497	469.3	807.3
	"Wake County, NC"	"37183"	"2008"	"2008"	"White"	"2106-3"	2825	552310	511.5	608.6
	"Wake County, NC"	"37183"	"2009"	"2009"	"Black or African American"	"2054-5"	881	184556	477.4	804.0
	"Wake County, NC"	"37183"	"2009"	"2009"	"White"	"2106-3"	2834	563326	503.1	585.2
	"Wake County, NC"	"37183"	"2010"	"2010"	"Black or African American"	"2054-5"	912	188969	482.6	809.9
	"Wake County, NC"	"37183"	"2010"	"2010"	"White"	"2106-3"	2922	569822	512.8	583.1
	"Wake County, NC"	"37183"	"2011"	"2011"	"Black or African American"	"2054-5"	940	195753	480.2	777.4
	"Wake County, NC"	"37183"	"2011"	"2011"	"White"	"2106-3"	3013	584760	515.3	567.8
	"Wake County, NC"	"37183"	"2012"	"2012"	"Black or African American"	"2054-5"	942	201698	467.0	748.8
	"Wake County, NC"	"37183"	"2012"	"2012"	"White"	"2106-3"	3338	595230	560.8	604.6
	"Wake County, NC"	"37183"	"2013"	"2013"	"Black or African American"	"2054-5"	982	206506	475.5	748.0
	"Wake County, NC"	"37183"	"2013"	"2013"	"White"	"2106-3"	3338	606611	550.3	573.6
	"Wake County, NC"	"37183"	"2014"	"2014"	"Black or African American"	"2054-5"	1069	210672	507.4	778.4
	"Wake County, NC"	"37183"	"2014"	"2014"	"White"	"2106-3"	3412	619154	551.1	562.7
	"Wake County, NC"	"37183"	"2015"	"2015"	"Black or African American"	"2054-5"	1073	215402	498.1	754.0
	"Wake County, NC"	"37183"	"2015"	"2015"	"White"	"2106-3"	3539	631180	560.7	567.3
	"Wake County, NC"	"37183"	"2016"	"2016"	"Black or African American"	"2054-5"	1162	219009	530.6	767.7
	"Wake County, NC"	"37183"	"2016"	"2016"	"White"	"2106-3"	3641	644366	565.1	556.3
	"Wake County, NC"	"37183"	"2017"	"2017"	"Black or African American"	"2054-5"	1176	222757	527.9	729.8
	"Wake County, NC"	"37183"	"2017"	"2017"	"White"	"2106-3"	3780	656232	576.0	548.3
	"Wake County, NC"	"37183"	"2018"	"2018"	"Black or African American"	"2054-5"	1175	226016	519.9	713.0
	"Wake County, NC"	"37183"	"2018"	"2018"	"White"	"2106-3"	3929	665139	590.7	550.6
	"Franklin County, OH"	"39049"	"2000"	"2000"	"Black or African American"	"2054-5"	1374	199141	690.0	1145.0
	"Franklin County, OH"	"39049"	"2000"	"2000"	"White"	"2106-3"	6212	806481	770.3	882.8
	"Franklin County, OH"	"39049"	"2001"	"2001"	"Black or African American"	"2054-5"	1345	207218	649.1	1070.7
	"Franklin County, OH"	"39049"	"2001"	"2001"	"White"	"2106-3"	6215	807111	770.0	877.4
	"Franklin County, OH"	"39049"	"2002"	"2002"	"Black or African American"	"2054-5"	1443	213826	674.8	1126.0
	"Franklin County, OH"	"39049"	"2002"	"2002"	"White"	"2106-3"	6261	802098	780.6	875.7
	"Franklin County, OH"	"39049"	"2003"	"2003"	"Black or African American"	"2054-5"	1431	219835	650.9	1064.2
	"Franklin County, OH"	"39049"	"2003"	"2003"	"White"	"2106-3"	6382	797947	799.8	878.6
	"Franklin County, OH"	"39049"	"2004"	"2004"	"Black or African American"	"2054-5"	1459	225325	647.5	1057.6
	"Franklin County, OH"	"39049"	"2004"	"2004"	"White"	"2106-3"	6107	792855	770.3	835.9
	"Franklin County, OH"	"39049"	"2005"	"2005"	"Black or African American"	"2054-5"	1457	230352	632.5	1001.0
	"Franklin County, OH"	"39049"	"2005"	"2005"	"White"	"2106-3"	6269	789109	794.4	849.5
	"Franklin County, OH"	"39049"	"2006"	"2006"	"Black or African American"	"2054-5"	1443	236236	610.8	953.9
	"Franklin County, OH"	"39049"	"2006"	"2006"	"White"	"2106-3"	6100	788864	773.3	812.5
	"Franklin County, OH"	"39049"	"2007"	"2007"	"Black or African American"	"2054-5"	1473	241928	608.9	953.7
	"Franklin County, OH"	"39049"	"2007"	"2007"	"White"	"2106-3"	5962	790076	754.6	777.2
	"Franklin County, OH"	"39049"	"2008"	"2008"	"Black or African American"	"2054-5"	1481	247964	597.3	915.7
	"Franklin County, OH"	"39049"	"2008"	"2008"	"White"	"2106-3"	6217	793100	783.9	793.0
	"Franklin County, OH"	"39049"	"2009"	"2009"	"Black or African American"	"2054-5"	1599	253782	630.1	960.1
	"Franklin County, OH"	"39049"	"2009"	"2009"	"White"	"2106-3"	6176	796950	775.0	778.6
	"Franklin County, OH"	"39049"	"2010"	"2010"	"Black or African American"	"2054-5"	1475	257303	573.3	867.7
	"Franklin County, OH"	"39049"	"2010"	"2010"	"White"	"2106-3"	6151	797843	771.0	770.1
	"Franklin County, OH"	"39049"	"2011"	"2011"	"Black or African American"	"2054-5"	1515	260629	581.3	857.2
	"Franklin County, OH"	"39049"	"2011"	"2011"	"White"	"2106-3"	6215	806175	770.9	761.2
	"Franklin County, OH"	"39049"	"2012"	"2012"	"Black or African American"	"2054-5"	1545	267775	577.0	846.5
	"Franklin County, OH"	"39049"	"2012"	"2012"	"White"	"2106-3"	6365	811655	784.2	762.5
	"Franklin County, OH"	"39049"	"2013"	"2013"	"Black or African American"	"2054-5"	1620	273428	592.5	865.9
	"Franklin County, OH"	"39049"	"2013"	"2013"	"White"	"2106-3"	6394	818946	780.8	748.5
	"Franklin County, OH"	"39049"	"2014"	"2014"	"Black or African American"	"2054-5"	1659	281186	590.0	848.6
	"Franklin County, OH"	"39049"	"2014"	"2014"	"White"	"2106-3"	6376	824168	773.6	734.9
	"Franklin County, OH"	"39049"	"2015"	"2015"	"Black or African American"	"2054-5"	1723	289334	595.5	850.1
	"Franklin County, OH"	"39049"	"2015"	"2015"	"White"	"2106-3"	6880	830355	828.6	781.5
	"Franklin County, OH"	"39049"	"2016"	"2016"	"Black or African American"	"2054-5"	1766	297349	593.9	830.4
	"Franklin County, OH"	"39049"	"2016"	"2016"	"White"	"2106-3"	6667	828355	804.8	750.7
	"Franklin County, OH"	"39049"	"2017"	"2017"	"Black or African American"	"2054-5"	1820	308144	590.6	814.2
	"Franklin County, OH"	"39049"	"2017"	"2017"	"White"	"2106-3"	6875	836074	822.3	752.5
	"Franklin County, OH"	"39049"	"2018"	"2018"	"Black or African American"	"2054-5"	1920	316701	606.3	830.6
	"Franklin County, OH"	"39049"	"2018"	"2018"	"White"	"2106-3"	6920	836798	827.0	744.7
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"Black or African American"	"2054-5"	1721	201565	853.8	1133.1
	"Hamilton County, OH"	"39061"	"2000"	"2000"	"White"	"2106-3"	6160	617524	997.5	828.0
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"Black or African American"	"2054-5"	1642	203139	808.3	1077.7
	"Hamilton County, OH"	"39061"	"2001"	"2001"	"White"	"2106-3"	6149	609382	1009.1	834.8
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"Black or African American"	"2054-5"	1720	204124	842.6	1119.3
	"Hamilton County, OH"	"39061"	"2002"	"2002"	"White"	"2106-3"	6252	598953	1043.8	855.8
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"Black or African American"	"2054-5"	1659	204713	810.4	1063.1
	"Hamilton County, OH"	"39061"	"2003"	"2003"	"White"	"2106-3"	5918	589940	1003.2	808.7
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"Black or African American"	"2054-5"	1777	205222	865.9	1137.0
	"Hamilton County, OH"	"39061"	"2004"	"2004"	"White"	"2106-3"	5631	580389	970.2	773.9
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"Black or African American"	"2054-5"	1760	205866	854.9	1111.3
	"Hamilton County, OH"	"39061"	"2005"	"2005"	"White"	"2106-3"	5694	571611	996.1	788.7
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"Black or African American"	"2054-5"	1636	207081	790.0	1017.3
	"Hamilton County, OH"	"39061"	"2006"	"2006"	"White"	"2106-3"	5967	563355	1059.2	824.4
	"Hamilton County, OH"	"39061"	"2007"	"2007"	"Black or African American"	"2054-5"	1624	208109	780.4	984.7
