"facility_type","facility_type_description","subtype","subtype_description","permit_number","premise_name","premise_address","premise_city","premise_state","premise_zip","EHS","opening_date"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","87358","ST. BERNARD GYM CONCESSION","7500 TANGELO DR","LOUISVILLE","KY","40228","AREA3","2010-12-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","88042","DAIRY QUEEN #310","2208 GOLDSMITH LN","LOUISVILLE","KY","40218","AREA3","2011-04-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","88065","CARE A LOT DAYCARE","4701 FEGENBUSH LN","LOUISVILLE","KY","40228","AREA3","2011-03-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","88212","NUR ISLAMIC SCHOOL","6500 SIX MILE LN","LOUISVILLE","KY","40218","AREA3","2011-04-21 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","88446","DESIGNER CAKES BY ANGELA","8600 HUDSON LN","LOUISVILLE","KY","40291","AREA3","2011-07-25 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","89386","SPEEDWAY #9669","1830 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2011-09-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","89446","CADENCE ACADEMY PRESCHOOL","8715 OLD BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2011-10-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","89456","CADENCE ACADEMY PRESCHOOL","8106 OLD BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2011-10-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89770","DAIRY QUEEN","6205 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2012-01-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","89880","SUBWAY","12613 TAYLORSVILLE RD","LOUISVILLE","KY","40299","AREA3","2012-02-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90186","MARK'S FEED STORE #5","6501 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2012-04-24 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","90232","STARBUCKS","2002 PAPA JOHNS BLVD","LOUISVILLE","KY","40299","AREA3","2012-04-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90490","AFC SUSHI @ KROGER #360","6900 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2012-05-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90495","LIGHTHOUSE COMMUNITY CENTER","5312 SHEPHERDSVILLE RD","LOUISVILLE","KY","40228","AREA3","2012-06-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90496","QDOBA #2753","1831 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2012-05-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90698","JASMIN BAKERY","2201 STEIER LN","LOUISVILLE","KY","40218","AREA3","2012-05-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","90888","STARBUCKS  #16953","1831 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2012-06-07 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","91388","FAMILY DOLLAR #29071","4335 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2012-07-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","91646","NEW VIEW BAR AND GRILL","7601 OUTER LOOP","LOUISVILLE","KY","40219","AREA3","2012-09-11 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","91957","ANITA & SONS FOOD MART","6102 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2012-11-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","92188","JETS PIZZA #007","6523 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2012-12-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","92373","HIBACHI SUSHI BUFFET","5316 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2013-03-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","92492","DISCOVERING IMAGINATIONS","2200 BUECHEL AVE STE 102","LOUISVILLE","KY","40218","AREA3","2013-02-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","92712","STONY BROOK CHILD CARE","5206 ST. GABRIEL LN","LOUISVILLE","KY","40291","AREA3","2013-04-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","92897","QDOBA #2837","6403 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2013-05-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","92917","HAPPY DRAGON","12613 TAYLORSVILLE RD","LOUISVILLE","KY","40299","AREA3","2013-05-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","93344","BORSALINO","3825 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2013-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","93598","CHINA KING","3830 RUCKRIEGEL PKWY","LOUISVILLE","KY","40299","AREA3","2013-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","93943","WE'RE HERE NOW IT'S A PARTY AT CORNERSTONE COTTAGE","2201 SIEGER VILLA CT","LOUISVILLE","KY","40218","AREA3","2013-09-11 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","93974","PRICELESS FOODS","7813 BEULAH CHURCH RD","LOUISVILLE","KY","40228","AREA3","2013-09-11 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","94282","WALGREENS #15365","8300 WATTERSON TRAIL","LOUISVILLE","KY","40299","AREA3","2013-11-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","94316","COMFORT SUITES","1850 RESOURCE WAY","LOUISVILLE","KY","40299","AREA3","2013-11-08 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","94325","DIXIE ORIENTAL MARKET","3900 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2013-11-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","94613","ASPEN CREEK","8000 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2014-01-09 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","94977","DINO'S BAKERY","4162 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2014-03-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","95650","LAUGHTER & LULLABIES CHILD CARE","5313 HAMES TRACE","LOUISVILLE","KY","40291","AREA3","2014-06-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","96062","LEARN AND GROW CHILDCARE CENTER","4014 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2014-08-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96322","HOMETOWN PIZZA","9601 NEWBRIDGE RD","LOUISVILLE","KY","40291","AREA3","2014-09-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","96422","OUR HOUSE PRESCHOOL & CHILDCARE INC","4310 BILLTOWN RD","LOUISVILLE","KY","40299","AREA3","2014-10-14 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","96539","DOLLAR TREE","7813 BEULAH CHURCH RD","LOUISVILLE","KY","40228","AREA3","2014-11-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","96959","KOSAIR SHRINE","4120 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2015-02-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","97267","PASHA'S MEDITERRANEAN GRILL & CAFE","3904 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2015-04-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","97392","ALPHABET KIDS PRESCHOOL","4809 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2015-04-29 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","97523","CEDAR CREEK CORNER STONE","7519 MT WASHINGTON RD","LOUISVILLE","KY","40229","AREA3","2015-05-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","97525","DOUBLE DRAGON #2","6832 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2015-05-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","98058","MORNING POINTE OF LOUISVILLE","4711 S HURSTBOURNE PKWY","LOUISVILLE","KY","40291","AREA3","2015-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98387","BRYANT'S CAKE & CANDY SUPPLIES","3841 RUCKRIEGEL PKWY","LOUISVILLE","KY","40299","AREA3","2015-09-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98435","BLUEGRASS INDOOR KARTING","2520 AMPERE DRIVE","LOUISVILLE","KY","40299","AREA3","2015-10-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98436","OLE FRIJOLE MEXICAN RESTAURANT","5612 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2015-10-01 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","98839","CIRCLE K #4703363","12415 TAYLORSVILLE RD","LOUISVILLE","KY","40299","AREA3","2015-11-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","98840","TRADITIONS AT BEAUMONT","10210 LONG HOME RD","LOUISVILLE","KY","40291","AREA3","2015-11-20 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","98939","YOGI MINIMART","6620 SIX MILE LN","LOUISVILLE","KY","40218","AREA3","2015-12-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99058","MCDONALD'S","5630 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2016-01-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","99222","PROVIDENCE CHILD CARE & PRESCHOOL","11850 COMMONWEALTH DR","LOUISVILLE","KY","40299","AREA3","2016-02-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99557","DASHA BARBOUR'S SOUTHERN BISTRO","2217 STEIER LN","LOUISVILLE","KY","40218","AREA3","2016-03-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","99561","LES PETITES ACADEMIES","4000 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2016-03-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99670","FIESTA TIME AMIGOS","8123 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2016-04-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","99953","KATMANDU KITCHEN & BAR","3825 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2016-05-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100051","SICILIAN PIZZA & PASTA","8133 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2016-05-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100267","ARNO PIZZA","3933 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2016-06-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","100583","VICTORIA MEXICAN RESTAURANT","2918 HIKES LN","LOUISVILLE","KY","40218","AREA3","2016-07-29 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","101070","CVS #10532","3700 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2016-10-19 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","101258","ASIAN BAZAAR","2218 HIKES LN","LOUISVILLE","KY","40218","AREA3","2016-11-09 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","101657","NORFOLK FOOD MART","4310 FEGENBUSH LN","LOUISVILLE","KY","40228","AREA3","2017-01-18 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","101740","LUCKY STAR PETRO","4527 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-02-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","101787","HOMETOWN PIZZA","12607 TAYLORSVILLE RD","LOUISVILLE","KY","40299","AREA3","2017-02-16 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","102040","L&B SISTERS GROCERY STORE","4109 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-03-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","102224","ROOSTERS","5338 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2017-04-18 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","102591","BH INTERNATIONAL MARKET","3914 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-05-18 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","102676","BELEL INTERNATIONAL MARKET","4109 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-06-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103059","CHINA CHEF","7813 BEULAH CHURCH RD","LOUISVILLE","KY","40228","AREA3","2017-07-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","103118","LANTERN AT MORNING POINTE","4701 S HURSTBOURNE PKWY","LOUISVILLE","KY","40291","AREA3","2017-07-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103190","CHAMLING KITCHEN AND BAR","2249 HIKES LN","LOUISVILLE","KY","40218","AREA3","2017-08-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","103606","FREEDOM ADULT DAY HEALTHCARE","4511 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-09-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","103750","OVER THE MOON AND BACK CHILD CARE","5907 SIX MILE LN","LOUISVILLE","KY","40218","AREA3","2017-10-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103820","MY CAFE","4233 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2017-10-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103899","KFC","1801 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2017-11-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","103900","KFC","6600 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2017-11-14 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","104184","P&P GROCERY","4300 FEGENBUSH LN","LOUISVILLE","KY","40228","AREA3","2018-01-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","104317","KIDZ KORNER LEARNING ACADEMY","9615 NEWBRIDGE RD","LOUISVILLE","KY","40291","AREA3","2018-02-01 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","104622","WALGREENS #19636","8014 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-03-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","104667","TACO BELL #34668","6800 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-03-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","104741","HIGHVIEW ICE CREAM & COFFEE","7525 OUTER LOOP","LOUISVILLE","KY","40228","AREA3","2018-03-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105111","POPEYE'S","7723 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-05-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105242","EL RINCONCITO","4806 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-05-22 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","105646","SUPERMERCADO GUANAJUATO","5624 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-07-09 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","105648","HEALTHY JAMES","1929 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2018-07-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","105757","APPLEBEE'S","10006 WILL WAY","LOUISVILLE","KY","40291","AREA3","2018-08-01 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","105813","KAMANA GROCERY","3825 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2018-08-07 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","105894","BROOKS FOOD MART","2141 BUECHEL BANK RD","LOUISVILLE","KY","40218","AREA3","2018-08-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106170","GRAETER'S ICE CREAM","6509 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2018-09-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","106172","CREATION KINGDOM HKA","1920 CAMPUS PLACE","LOUISVILLE","KY","40299","AREA3","2018-09-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106410","SLAB DADDY'S","7403 FEGENBUSH LN","LOUISVILLE","KY","40228","AREA3","2018-10-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106412","DOMINO'S PIZZA #1464","3830 RUCKREIGEL PKWY STE 101","LOUISVILLE","KY","40299","AREA3","2018-10-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","106925","MISAWA HIBACHI & SUSHI BAR","7931 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-02-05 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","107172","THORNTONS #94","1804 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2019-03-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","107188","THORNTONS #54","4154 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2019-03-18 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","107200","THORNTONS #151","7920 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-03-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107208","WACKY WILLY'S","4220 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2019-03-18 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","107330","ISTANBUL MARKET","4817 S WATTERSON TRAIL","LOUISVILLE","KY","40291","AREA3","2019-02-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107581","WENDYS","5240 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-03-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107746","TACO BELL LONG JOHN SILVERS #36160","1805 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2019-04-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","107793","THIRSTY HOUND","7207 FEGENBUSH LN","LOUISVILLE","KY","40228","AREA3","2019-04-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","108284","OFF THE RAILS TASTING ROOM & WIRE DEPOT","2118 BRUCE AVE","LOUISVILLE","KY","40218","AREA3","2019-06-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109044","CHONG GARDEN","6445 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-06-18 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","109050","DOLLAR TREE #8258","4800 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-08-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109272","EUREST AP #1","4000 BUECHEL BANK RD","LOUISVILLE","KY","40218","AREA3","2019-09-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109273","EUREST AP #3","4000 BUECHEL BANK RD","LOUISVILLE","KY","40218","AREA3","2019-09-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109274","EUREST AP #4","4000 BUECHEL BANK RD","LOUISVILLE","KY","40218","AREA3","2019-09-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109275","EUREST AP #5","4000 BUECHEL BANK RD","LOUISVILLE","KY","40218","AREA3","2019-09-16 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","109447","CROSSROADS IGA","5502 BILLTOWN RD","LOUISVILLE","KY","40299","AREA3","2019-10-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109448","TRACKS BAR & GRILL","3952 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2019-10-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109609","WAFFLE HOUSE #1444","7715 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-11-07 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","109643","BIG LOTS #4709","5252 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-10-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109770","MASHALLAH AFRICAN RESTAURANT","4109 BARDSTOWN RD STE 104","LOUISVILLE","KY","40218","AREA3","2019-12-02 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","109883","SENEGAMBIA INTERNATIONAL RESTAURANT","3927 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2019-11-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109958","HOMEMADE ICE CREAM & PIE KITCHEN","5606 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2019-12-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110041","ANGIO'S ITALIAN RESTAURANT","1915 BLANKENBAKER PKWY","LOUISVILLE","KY","40299","AREA3","2020-01-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110057","EDEN AND KISSI","3912 BARDSTOWN RD STE 101","LOUISVILLE","KY","40218","AREA3","2020-01-16 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","110149","SUBZI MANDI","4746 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2020-01-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","110183","LOGAN'S TREEHOUSE","4528 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2020-02-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","110184","E & J CATERING","4528 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA3","2020-02-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110185","BEEF O'BRADY'S","5628 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2020-02-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110311","CHARLIE VETTINER GOLF COURSE","10207 MARY DELL LN","LOUISVILLE","KY","40299","AREA3","2020-02-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110379","PHILLY'S BEST FROZEN DESSERTS","3912 BARDSTOWN RD STE 102","LOUISVILLE","KY","40218","AREA3","2020-04-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110448","BARCELONA BISTRO BAR","10415 TAYLORSVILLE RD","LOUISVILLE","KY","40299","AREA3","2020-04-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110652","EL TENAMPA BAR & GRILL","5410 DEL MARIA WAY","LOUISVILLE","KY","40291","AREA3","2020-05-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110656","COOKIE DOUGH BLISS","3830 RUCKRIEGEL PKWY STE 102","LOUISVILLE","KY","40299","AREA3","2020-06-09 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","110727","POPE LICK CAFE","4002 POPE LICK RD","LOUISVILLE","KY","40299","AREA3","2020-06-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","110992","LEGACY CAKES & CATERING","2221 BUECHEL AVE STE 11","LOUISVILLE","KY","40218","AREA3","2020-08-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111068","ASIANA SUSHI","6435 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2020-08-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111070","PIZZA HUT #036960","8131 BARDSTOWN RD","LOUISVILLE","KY","40291","AREA3","2020-08-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111074","PIZZA HUT #036955","6800 OUTER LOOP","LOUISVILLE","KY","40228","AREA3","2020-08-12 00:00:00"
