"GEO_ID","NAME","B20017B_001E","B20017B_001M","B20017B_002E","B20017B_002M","B20017B_003E","B20017B_003M","B20017B_004E","B20017B_004M","B20017B_005E","B20017B_005M","B20017B_006E","B20017B_006M","B20017B_007E","B20017B_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other"
"0500000US49045","Tooele County, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US49049","Utah County, Utah","15809","10620","16531","10762","35819","4548","11719","13868","7464","22818","28535","3095","6673","1181"
"0500000US49053","Washington County, Utah","14024","12353","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US49057","Weber County, Utah","33834","6484","33783","26353","50642","29363","4800","59058","33962","12460","36811","5872","25068","26649"
"0500000US50007","Chittenden County, Vermont","27579","9065","21023","18263","-","**","7159","26189","35615","6504","36193","1314","-","**"
"0500000US51003","Albemarle County, Virginia","27086","7281","22038","21624","30775","6129","4740","5263","27392","9550","32161","14620","8584","6146"
"0500000US51013","Arlington County, Virginia","42228","10123","31025","21865","62157","15199","12872","6660","45757","5315","79278","29398","16995","8024"
"0500000US51015","Augusta County, Virginia","54668","6138","55417","38346","67883","43077","-","**","54508","24104","-","**","54362","19510"
"0500000US51019","Bedford County, Virginia","22229","11885","21000","12889","23742","33505","9368","2429","31724","24808","40729","28202","2,500-","***"
"0500000US51041","Chesterfield County, Virginia","32795","3580","32132","4233","47255","4967","6584","1355","34005","4980","46021","5814","9493","5829"
"0500000US51059","Fairfax County, Virginia","42841","4715","43918","4379","59647","9317","11045","1999","41425","8525","60718","4717","10408","3168"
"0500000US51061","Fauquier County, Virginia","41088","18558","40307","27087","52422","61858","11263","4030","41647","39959","41717","41154","-","**"
"0500000US51069","Frederick County, Virginia","40737","7436","41233","16739","45750","63942","4528","3185","36931","20297","50141","20163","25741","23572"
"0500000US51085","Hanover County, Virginia","46132","11144","61352","22862","67676","16223","7779","39732","41958","3913","42162","4641","17124","54517"
"0500000US51087","Henrico County, Virginia","35316","3431","35231","4926","44362","4684","9366","3013","35380","4013","41556","1593","10420","5183"
"0500000US51107","Loudoun County, Virginia","49440","5924","51368","8270","62044","23851","25173","13422","39990","14791","70195","17461","12356","7207"
"0500000US51153","Prince William County, Virginia","46941","3031","50510","6406","65344","5054","16858","2565","41889","5787","60494","7740","13841","6698"
"0500000US51161","Roanoke County, Virginia","36765","11888","45937","18280","46299","1117","-","**","35535","2115","35802","1768","5774","4047"
"0500000US51165","Rockingham County, Virginia","34837","10254","33478","25542","45507","21164","30033","56100","35508","25870","37500","20989","6630","23142"
"0500000US51177","Spotsylvania County, Virginia","37248","7727","41541","3521","62141","15408","12105","3811","31765","5438","37275","11789","10631","4578"
"0500000US51179","Stafford County, Virginia","55949","16284","63056","16559","74488","14082","11587","3771","49411","14346","79523","12587","12394","15329"
"0500000US51199","York County, Virginia","42443","5414","51507","4459","51955","11933","45134","61184","26975","13880","39167","6523","10011","3929"
"0500000US51510","Alexandria city, Virginia","41275","6545","41926","9302","51379","9564","21013","16093","39391","8399","60595","12468","16991","3589"
"0500000US51550","Chesapeake city, Virginia","33975","3732","34993","4668","50847","6286","8943","6257","32462","4583","40962","6689","14703","5316"
"0500000US51650","Hampton city, Virginia","31815","2084","32939","3339","41524","9778","7841","2616","30460","6018","38727","3854","10491","3055"
"0500000US51680","Lynchburg city, Virginia","22682","7089","24082","7957","28121","4540","4319","3532","19566","5895","29324","10183","9269","3080"
"0500000US51700","Newport News city, Virginia","30113","4367","32342","5615","38594","3909","11194","3103","24128","2953","30828","3051","9561","4881"
"0500000US51710","Norfolk city, Virginia","23283","2578","25800","3439","32246","5539","9751","3207","21541","2115","29082","1814","7366","2947"
"0500000US51740","Portsmouth city, Virginia","25661","2760","29470","7377","41285","4300","7170","3123","24009","3505","28049","3218","13090","5324"
"0500000US51760","Richmond city, Virginia","24259","2653","25434","1561","29044","3214","7496","3638","22352","3591","30597","3666","10399","1743"
"0500000US51770","Roanoke city, Virginia","19136","4219","22164","11649","22300","10887","21287","22261","18170","3359","20857","4572","9063","9306"
"0500000US51800","Suffolk city, Virginia","36166","8466","37057","12102","51651","8876","11444","4482","35761","9595","48671","7225","10928","2714"
"0500000US51810","Virginia Beach city, Virginia","36720","2906","41968","2858","47675","7170","12023","7167","28688","3868","40018","4389","11884","3136"
"0500000US53005","Benton County, Washington","19235","5645","16916","13585","18022","27934","6958","11067","20866","8499","-","**","20720","9445"
"0500000US53007","Chelan County, Washington","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US53009","Clallam County, Washington","30378","25388","38273","20669","39841","36701","10521","14161","11576","11850","20223","14695","-","**"
"0500000US53011","Clark County, Washington","31132","9719","41398","26200","67712","21764","11641","16079","29598","7578","70018","39256","21944","2816"
"0500000US53015","Cowlitz County, Washington","31519","4993","32200","8890","-","**","31539","15512","-","**","-","**","-","**"
"0500000US53025","Grant County, Washington","7117","9845","6641","6342","-","**","-","**","-","**","-","**","-","**"
"0500000US53027","Grays Harbor County, Washington","15540","9808","15213","10990","23396","1624","9250","16200","-","**","-","**","-","**"
"0500000US53029","Island County, Washington","30559","14523","30379","16624","31204","9261","18300","22208","-","**","-","**","-","**"
"0500000US53033","King County, Washington","31993","2472","34087","3188","50710","7962","14213","3654","29487","4291","45734","6102","12213","2387"
"0500000US53035","Kitsap County, Washington","25452","2521","30324","23099","30941","33810","-","**","18516","3493","20827","3748","11906","4779"
"0500000US53041","Lewis County, Washington","4034","10034","3764","1779","-","**","3764","1779","-","**","-","**","-","**"
"0500000US53045","Mason County, Washington","15843","19001","16476","924","16572","3657","-","**","2,500-","***","-","**","2,500-","***"
"0500000US53053","Pierce County, Washington","33762","3429","37152","3430","42087","8133","12878","5146","28436","4326","39099","8240","16152","3115"
"0500000US53061","Snohomish County, Washington","36934","3929","36882","6908","45772","9054","12194","11072","37032","4851","39625","3990","14045","17498"
"0500000US53063","Spokane County, Washington","23411","5977","26227","13831","26947","8988","16753","17973","22865","9839","23616","6086","15297","18644"
"0500000US53067","Thurston County, Washington","40604","12055","36148","10797","41174","16848","9162","16702","47923","9139","49337","4141","8998","25471"
"0500000US53073","Whatcom County, Washington","26799","15381","31332","17625","30383","24059","36566","18324","25417","34385","26809","37084","-","**"
"0500000US54011","Cabell County, West Virginia","16360","3041","20308","6770","21165","4249","5164","7850","12021","7093","16631","7833","2,500-","***"
"0500000US54039","Kanawha County, West Virginia","21039","1514","22529","6933","26351","6660","10809","1742","20655","1455","21147","1399","14280","8094"
"0500000US54061","Monongalia County, West Virginia","36082","16668","25957","14273","35263","17857","4903","22643","71994","26027","80635","44915","71042","77716"
"0500000US54081","Raleigh County, West Virginia","14687","3602","14485","2272","35512","16688","13014","15031","18472","16079","29772","24096","8725","6307"
"0500000US54107","Wood County, West Virginia","16610","2721","17202","6710","-","**","-","**","16100","6362","16100","6362","-","**"
"0500000US55009","Brown County, Wisconsin","25085","19932","35414","5188","39445","33974","5247","13122","13444","8402","25540","16425","11021","781"
"0500000US55025","Dane County, Wisconsin","27144","4132","31118","8820","37362","5492","13597","4766","26110","5206","30174","3299","10103","5215"
"0500000US55027","Dodge County, Wisconsin","11803","7454","12291","21805","80109","115364","11402","780","11402","659","-","**","11402","659"
"0500000US55035","Eau Claire County, Wisconsin","23258","24762","23455","25890","23820","19516","-","**","-","**","-","**","-","**"
"0500000US55039","Fond du Lac County, Wisconsin","23452","6919","5826","22205","23887","37875","2,500-","***","32417","17894","30011","16488","41007","7083"
"0500000US55059","Kenosha County, Wisconsin","19842","7939","18750","9695","36295","19902","6907","5775","21148","14258","40577","9380","10673","4117"
"0500000US55063","La Crosse County, Wisconsin","14193","3366","14016","5002","18750","14519","11364","15373","15126","7046","-","**","15126","7046"
"0500000US55073","Marathon County, Wisconsin","11898","9712","11077","7195","11852","114113","-","**","19698","12334","-","**","-","**"
"0500000US55079","Milwaukee County, Wisconsin","23514","1799","26279","1906","36174","1740","11560","1791","22081","821","32669","2170","11278","966"
"0500000US55087","Outagamie County, Wisconsin","36338","13117","36444","13880","37200","23495","20307","24298","23929","53273","48631","348","-","**"
"0500000US55089","Ozaukee County, Wisconsin","63048","38889","14492","178441","-","**","-","**","63548","30671","63625","30537","-","**"
"0500000US55097","Portage County, Wisconsin","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US55101","Racine County, Wisconsin","20645","2867","24648","7305","31628","2336","6996","7926","19117","2726","24938","6975","9730","1891"
"0500000US55105","Rock County, Wisconsin","29835","9644","31043","10384","37359","8863","5780","12876","27663","17804","26665","9147","46122","62795"
"0500000US55117","Sheboygan County, Wisconsin","35267","37652","50711","47025","51250","28604","-","**","21927","23334","-","**","21218","13707"
"0500000US55131","Washington County, Wisconsin","7092","26954","45925","26225","46950","21432","-","**","6013","882","7205","40165","3622","1950"
"0500000US55139","Winnebago County, Wisconsin","11960","6942","11360","4318","47358","11354","10487","1727","21461","84444","87414","161571","14438","21767"
"0500000US55141","Wood County, Wisconsin","13389","8133","12964","9091","-","**","-","**","-","**","-","**","-","**"
"0500000US56021","Laramie County, Wyoming","70910","77629","100720","43152","100862","33178","12188","12621","26290","5604","24797","7285","-","**"
"0500000US56025","Natrona County, Wyoming","13646","15916","-","**","-","**","-","**","-","**","-","**","-","**"
"0500000US72013","Arecibo Municipio, Puerto Rico","18594","10272","12533","11109","25383","26179","10285","9669","23315","9007","24396","4421","2,500-","***"
"0500000US72021","Bayamón Municipio, Puerto Rico","16055","1630","15455","2975","21414","3886","5150","2045","16617","1776","22451","11715","9537","5029"
"0500000US72025","Caguas Municipio, Puerto Rico","23609","9031","25005","14346","34221","17957","7110","7006","23601","10659","30765","4865","6611","6581"
"0500000US72031","Carolina Municipio, Puerto Rico","19522","3339","17431","3546","24276","12645","6378","1463","20818","2273","29862","10160","5368","6403"
"0500000US72061","Guaynabo Municipio, Puerto Rico","16707","1297","16398","1350","17092","6853","3726","8959","18356","8351","26007","23535","3985","1562"
"0500000US72097","Mayagüez Municipio, Puerto Rico","15560","10398","9902","14450","39967","116201","3869","2382","17042","8562","31535","4214","15810","10119"
"0500000US72113","Ponce Municipio, Puerto Rico","16828","5280","16407","1258","30203","27169","2,500-","***","25107","15438","25991","3481","7267","14318"
"0500000US72127","San Juan Municipio, Puerto Rico","15456","1188","15052","1848","22617","3405","6889","1756","16427","2260","23074","3335","7286","3901"
"0500000US72135","Toa Alta Municipio, Puerto Rico","25612","11076","52787","52021","52787","52021","-","**","13546","10573","-","**","9839","7867"
"0500000US72137","Toa Baja Municipio, Puerto Rico","15241","4209","15528","2843","19200","4562","2,500-","***","12304","13203","20231","6450","5550","2066"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","14651","2669","14897","2596","16339","8562","8232","2076","14349","16099","31860","6634","8644","3277"
"0500000US12017","Citrus County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19169","Story County, Iowa","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06047","Merced County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47179","Washington County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51121","Montgomery County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29099","Jefferson County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US20161","Riley County, Kansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53021","Franklin County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41005","Clackamas County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55127","Walworth County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17111","McHenry County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US16055","Kootenai County, Idaho","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39169","Wayne County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37023","Burke County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US34019","Hunterdon County, New Jersey","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39101","Marion County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30029","Flathead County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39055","Geauga County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26017","Bay County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55109","St. Croix County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26111","Midland County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US35031","McKinley County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42039","Crawford County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41003","Benton County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US46103","Pennington County, South Dakota","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US54003","Berkeley County, West Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13313","Whitfield County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US24001","Allegany County, Maryland","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48061","Cameron County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41043","Linn County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08014","Broomfield County, Colorado","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55055","Jefferson County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36011","Cayuga County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06061","Placer County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42097","Northumberland County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53057","Skagit County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36019","Clinton County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39165","Warren County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US33015","Rockingham County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39063","Hancock County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US15009","Maui County, Hawaii","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US13047","Catoosa County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36089","St. Lawrence County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48397","Rockwall County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06055","Napa County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36113","Warren County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48215","Hidalgo County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55133","Waukesha County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47155","Sevier County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36013","Chautauqua County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US44009","Washington County, Rhode Island","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US33017","Strafford County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US09013","Tolland County, Connecticut","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06079","San Luis Obispo County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53077","Yakima County, Washington","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42037","Columbia County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26115","Monroe County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21015","Boone County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US54033","Harrison County, West Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06115","Yuba County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18005","Bartholomew County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39013","Belmont County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06017","El Dorado County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US38015","Burleigh County, North Dakota","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41047","Marion County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37193","Wilkes County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26103","Marquette County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21059","Daviess County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US27171","Wright County, Minnesota","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42063","Indiana County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26045","Eaton County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41035","Klamath County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36051","Livingston County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36101","Steuben County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26073","Isabella County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42021","Cambria County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06087","Santa Cruz County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29043","Christian County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06097","Sonoma County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US30111","Yellowstone County, Montana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US09015","Windham County, Connecticut","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21185","Oldham County, Kentucky","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36091","Saratoga County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51095","James City County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05143","Washington County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41059","Umatilla County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US29037","Cass County, Missouri","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18177","Wayne County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US44005","Newport County, Rhode Island","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48451","Tom Green County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US23031","York County, Maine","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42027","Centre County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US33009","Grafton County, New Hampshire","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06041","Marin County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39029","Columbiana County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47009","Blount County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55071","Manitowoc County, Wisconsin","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26037","Clinton County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US04025","Yavapai County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39103","Medina County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48367","Parker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06033","Lake County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48213","Henderson County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06057","Nevada County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
