"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2005"	"2005"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	125	74591	167.6	223.7
	"2005"	"2005"	"Greenville County, SC"	"45045"	"White"	"2106-3"	585	298598	195.9	172.0
	"2005"	"2005"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	261	162826	160.3	249.1
	"2005"	"2005"	"Davidson County, TN"	"47037"	"White"	"2106-3"	799	364336	219.3	194.5
	"2005"	"2005"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	66	36080	182.9	248.4
	"2005"	"2005"	"Knox County, TN"	"47093"	"White"	"2106-3"	733	350460	209.2	192.0
	"2005"	"2005"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	865	467077	185.2	282.8
	"2005"	"2005"	"Shelby County, TN"	"47157"	"White"	"2106-3"	882	386749	228.1	192.3
	"2006"	"2006"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	528	271507	194.5	236.0
	"2006"	"2006"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	891	354750	251.2	189.5
	"2006"	"2006"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	406	233783	173.7	248.1
	"2006"	"2006"	"Marion County, IN"	"18097"	"White"	"2106-3"	1237	560594	220.7	203.0
	"2006"	"2006"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	69	40683	169.6	242.9
	"2006"	"2006"	"Fayette County, KY"	"21067"	"White"	"2106-3"	364	214607	169.6	173.5
	"2006"	"2006"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	284	147261	192.9	260.5
	"2006"	"2006"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1341	527640	254.2	204.7
	"2006"	"2006"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	69	59310	116.3	220.4
	"2006"	"2006"	"Kent County, MI"	"26081"	"White"	"2106-3"	798	465801	171.3	164.3
	"2006"	"2006"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	280	162114	172.7	231.2
	"2006"	"2006"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1045	434500	240.5	200.8
	"2006"	"2006"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	388	225480	172.1	256.4
	"2006"	"2006"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1817	719778	252.4	184.2
	"2006"	"2006"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	430	165390	260.0	288.6
	"2006"	"2006"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	363	134912	269.1	231.5
	"2006"	"2006"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	86	60147	143.0	236.2
	"2006"	"2006"	"Douglas County, NE"	"31055"	"White"	"2106-3"	753	370624	203.2	194.8
	"2006"	"2006"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	200	145907	137.1	205.5
	"2006"	"2006"	"Guilford County, NC"	"37081"	"White"	"2106-3"	556	267309	208.0	160.3
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	337	249667	135.0	237.0
	"2006"	"2006"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	738	458990	160.8	163.5
	"2006"	"2006"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	319	236236	135.0	212.7
	"2006"	"2006"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1516	788864	192.2	200.5
	"2006"	"2006"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	382	207081	184.5	233.4
	"2006"	"2006"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1388	563355	246.4	199.6
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	161	111349	144.6	215.8
	"2006"	"2006"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1065	444148	239.8	192.0
	"2006"	"2006"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	107	66422	161.1	257.8
	"2006"	"2006"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	962	408185	235.7	196.9
	"2006"	"2006"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	139	76253	182.3	242.2
	"2006"	"2006"	"Greenville County, SC"	"45045"	"White"	"2106-3"	600	304042	197.3	168.6
	"2006"	"2006"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	276	166781	165.5	265.0
	"2006"	"2006"	"Davidson County, TN"	"47037"	"White"	"2106-3"	850	363521	233.8	204.2
	"2006"	"2006"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	66	37126	177.8	238.2
	"2006"	"2006"	"Knox County, TN"	"47093"	"White"	"2106-3"	742	355319	208.8	187.9
	"2006"	"2006"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	901	473792	190.2	283.5
	"2006"	"2006"	"Shelby County, TN"	"47157"	"White"	"2106-3"	823	382133	215.4	178.4
	"2007"	"2007"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	530	272690	194.4	233.9
	"2007"	"2007"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	858	350886	244.5	183.4
	"2007"	"2007"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	422	237214	177.9	252.5
	"2007"	"2007"	"Marion County, IN"	"18097"	"White"	"2106-3"	1180	555874	212.3	194.3
	"2007"	"2007"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	83	41614	199.5	288.9
	"2007"	"2007"	"Fayette County, KY"	"21067"	"White"	"2106-3"	417	215266	193.7	195.7
	"2007"	"2007"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	258	150503	171.4	232.0
	"2007"	"2007"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1375	528998	259.9	206.9
	"2007"	"2007"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	60	60367	99.4	172.8
	"2007"	"2007"	"Kent County, MI"	"26081"	"White"	"2106-3"	773	465867	165.9	157.3
	"2007"	"2007"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	327	162958	200.7	256.4
	"2007"	"2007"	"Jackson County, MO"	"29095"	"White"	"2106-3"	952	433530	219.6	182.7
	"2007"	"2007"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	374	229294	163.1	237.6
	"2007"	"2007"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1667	711059	234.4	168.2
	"2007"	"2007"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	387	162916	237.5	262.3
	"2007"	"2007"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	314	134552	233.4	203.8
	"2007"	"2007"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	89	61053	145.8	226.8
	"2007"	"2007"	"Douglas County, NE"	"31055"	"White"	"2106-3"	739	371693	198.8	186.1
	"2007"	"2007"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	192	150477	127.6	184.4
	"2007"	"2007"	"Guilford County, NC"	"37081"	"White"	"2106-3"	610	268537	227.2	174.1
	"2007"	"2007"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	342	260741	131.2	215.8
	"2007"	"2007"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	800	466051	171.7	171.2
	"2007"	"2007"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	364	241928	150.5	237.4
	"2007"	"2007"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1545	790076	195.6	199.2
	"2007"	"2007"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	395	208109	189.8	235.4
	"2007"	"2007"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1397	557635	250.5	200.0
	"2007"	"2007"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	193	112943	170.9	261.3
	"2007"	"2007"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	993	442681	224.3	177.9
	"2007"	"2007"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	94	67292	139.7	224.7
	"2007"	"2007"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	1008	408494	246.8	203.7
	"2007"	"2007"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	150	78209	191.8	266.0
	"2007"	"2007"	"Greenville County, SC"	"45045"	"White"	"2106-3"	619	310062	199.6	169.9
	"2007"	"2007"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	263	169323	155.3	235.8
	"2007"	"2007"	"Davidson County, TN"	"47037"	"White"	"2106-3"	835	362907	230.1	201.3
	"2007"	"2007"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	76	37963	200.2	269.6
	"2007"	"2007"	"Knox County, TN"	"47093"	"White"	"2106-3"	791	360084	219.7	195.2
	"2007"	"2007"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	851	476565	178.6	261.4
	"2007"	"2007"	"Shelby County, TN"	"47157"	"White"	"2106-3"	832	376193	221.2	180.5
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	538	274755	195.8	233.0
	"2008"	"2008"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	863	348388	247.7	184.2
	"2008"	"2008"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	378	240955	156.9	221.2
	"2008"	"2008"	"Marion County, IN"	"18097"	"White"	"2106-3"	1253	552276	226.9	203.1
	"2008"	"2008"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	62	42618	145.5	223.8
	"2008"	"2008"	"Fayette County, KY"	"21067"	"White"	"2106-3"	413	216937	190.4	188.8
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	275	153185	179.5	233.2
	"2008"	"2008"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1300	530546	245.0	194.2
	"2008"	"2008"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	59	61017	96.7	170.1
	"2008"	"2008"	"Kent County, MI"	"26081"	"White"	"2106-3"	853	464843	183.5	170.8
	"2008"	"2008"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	282	163612	172.4	217.0
	"2008"	"2008"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1027	432835	237.3	193.8
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	356	232252	153.3	206.2
	"2008"	"2008"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1734	704735	246.0	172.7
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	364	161671	225.1	246.6
	"2008"	"2008"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	329	135068	243.6	216.9
	"2008"	"2008"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	95	61991	153.2	241.2
	"2008"	"2008"	"Douglas County, NE"	"31055"	"White"	"2106-3"	745	373188	199.6	186.8
	"2008"	"2008"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	230	155175	148.2	212.6
	"2008"	"2008"	"Guilford County, NC"	"37081"	"White"	"2106-3"	575	269744	213.2	160.0
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	352	270085	130.3	218.5
	"2008"	"2008"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	758	471522	160.8	158.8
	"2008"	"2008"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	349	247964	140.7	213.0
	"2008"	"2008"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1504	793100	189.6	190.9
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	380	209157	181.7	222.8
	"2008"	"2008"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1271	553021	229.8	182.2
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	164	114260	143.5	203.4
	"2008"	"2008"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1098	441696	248.6	195.2
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	95	67860	140.0	219.6
	"2008"	"2008"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	942	409214	230.2	186.7
	"2008"	"2008"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	129	80015	161.2	231.6
	"2008"	"2008"	"Greenville County, SC"	"45045"	"White"	"2106-3"	682	315732	216.0	181.6
	"2008"	"2008"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	272	171965	158.2	241.0
	"2008"	"2008"	"Davidson County, TN"	"47037"	"White"	"2106-3"	827	363831	227.3	196.8
	"2008"	"2008"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	57	38749	147.1	192.5
	"2008"	"2008"	"Knox County, TN"	"47093"	"White"	"2106-3"	765	363962	210.2	186.8
	"2008"	"2008"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	827	479006	172.6	251.2
	"2008"	"2008"	"Shelby County, TN"	"47157"	"White"	"2106-3"	845	370531	228.1	181.3
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	539	277169	194.5	224.7
	"2009"	"2009"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	844	345973	243.9	177.2
	"2009"	"2009"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	474	245085	193.4	265.8
	"2009"	"2009"	"Marion County, IN"	"18097"	"White"	"2106-3"	1224	550528	222.3	197.2
	"2009"	"2009"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	80	43989	181.9	264.0
	"2009"	"2009"	"Fayette County, KY"	"21067"	"White"	"2106-3"	402	218576	183.9	177.5
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	304	156249	194.6	244.7
	"2009"	"2009"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1262	530395	237.9	185.9
	"2009"	"2009"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	77	61393	125.4	210.8
	"2009"	"2009"	"Kent County, MI"	"26081"	"White"	"2106-3"	825	465023	177.4	159.8
	"2009"	"2009"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	287	164881	174.1	216.4
	"2009"	"2009"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1041	434311	239.7	195.9
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	370	235335	157.2	206.2
	"2009"	"2009"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1694	699833	242.1	168.6
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	345	160643	214.8	237.0
	"2009"	"2009"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	351	136261	257.6	233.4
	"2009"	"2009"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	104	63016	165.0	247.9
	"2009"	"2009"	"Douglas County, NE"	"31055"	"White"	"2106-3"	709	375985	188.6	173.0
	"2009"	"2009"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	237	159070	149.0	215.1
	"2009"	"2009"	"Guilford County, NC"	"37081"	"White"	"2106-3"	618	269642	229.2	170.2
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	368	280106	131.4	208.7
	"2009"	"2009"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	752	474255	158.6	153.8
	"2009"	"2009"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	410	253782	161.6	236.7
	"2009"	"2009"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1534	796950	192.5	192.0
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	393	210910	186.3	228.7
	"2009"	"2009"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1299	551904	235.4	185.4
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	174	116882	148.9	218.0
	"2009"	"2009"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1070	442163	242.0	188.8
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	92	69405	132.6	214.4
	"2009"	"2009"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	911	410434	222.0	178.3
	"2009"	"2009"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	111	81484	136.2	179.6
	"2009"	"2009"	"Greenville County, SC"	"45045"	"White"	"2106-3"	643	319538	201.2	166.5
	"2009"	"2009"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	286	174745	163.7	245.2
	"2009"	"2009"	"Davidson County, TN"	"47037"	"White"	"2106-3"	799	365685	218.5	190.7
	"2009"	"2009"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	54	39322	137.3	167.3
	"2009"	"2009"	"Knox County, TN"	"47093"	"White"	"2106-3"	800	366112	218.5	190.8
	"2009"	"2009"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	880	482599	182.3	254.7
	"2009"	"2009"	"Shelby County, TN"	"47157"	"White"	"2106-3"	830	365435	227.1	178.9
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	523	278243	188.0	212.6
	"2010"	"2010"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	845	343260	246.2	177.2
	"2010"	"2010"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	422	248459	169.8	230.5
	"2010"	"2010"	"Marion County, IN"	"18097"	"White"	"2106-3"	1193	547310	218.0	192.3
	"2010"	"2010"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	76	44664	170.2	226.5
	"2010"	"2010"	"Fayette County, KY"	"21067"	"White"	"2106-3"	408	219700	185.7	178.0
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	284	158386	179.3	232.7
	"2010"	"2010"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1299	530572	244.8	188.8
	"2010"	"2010"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	82	61858	132.6	229.7
	"2010"	"2010"	"Kent County, MI"	"26081"	"White"	"2106-3"	819	464367	176.4	156.8
	"2010"	"2010"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	316	166059	190.3	230.7
	"2010"	"2010"	"Jackson County, MO"	"29095"	"White"	"2106-3"	997	434146	229.6	186.0
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	430	237817	180.8	224.9
	"2010"	"2010"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1649	696139	236.9	162.0
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	357	159882	223.3	243.5
	"2010"	"2010"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	301	136912	219.8	200.0
	"2010"	"2010"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	106	63852	166.0	261.2
	"2010"	"2010"	"Douglas County, NE"	"31055"	"White"	"2106-3"	732	377276	194.0	177.9
	"2010"	"2010"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	222	161702	137.3	189.8
	"2010"	"2010"	"Guilford County, NC"	"37081"	"White"	"2106-3"	584	269267	216.9	159.3
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	410	285447	143.6	226.5
	"2010"	"2010"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	789	473804	166.5	159.3
	"2010"	"2010"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	340	257303	132.1	196.6
	"2010"	"2010"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1470	797843	184.2	183.7
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	388	211924	183.1	221.3
	"2010"	"2010"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1251	549849	227.5	178.2
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	210	118592	177.1	242.3
	"2010"	"2010"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1047	441721	237.0	184.3
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	113	70399	160.5	245.1
	"2010"	"2010"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	911	410964	221.7	176.4
	"2010"	"2010"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	150	82807	181.1	245.2
	"2010"	"2010"	"Greenville County, SC"	"45045"	"White"	"2106-3"	688	321195	214.2	176.0
	"2010"	"2010"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	277	176851	156.6	235.9
	"2010"	"2010"	"Davidson County, TN"	"47037"	"White"	"2106-3"	820	366275	223.9	194.1
	"2010"	"2010"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	79	39780	198.6	252.6
	"2010"	"2010"	"Knox County, TN"	"47093"	"White"	"2106-3"	768	367304	209.1	180.6
	"2010"	"2010"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	882	486929	181.1	248.4
	"2010"	"2010"	"Shelby County, TN"	"47157"	"White"	"2106-3"	829	363507	228.1	178.2
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	564	278853	202.3	228.0
	"2011"	"2011"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	818	341587	239.5	174.2
	"2011"	"2011"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	451	249198	181.0	242.6
	"2011"	"2011"	"Marion County, IN"	"18097"	"White"	"2106-3"	1235	550868	224.2	196.8
	"2011"	"2011"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	62	45283	136.9	198.0
	"2011"	"2011"	"Fayette County, KY"	"21067"	"White"	"2106-3"	398	223686	177.9	171.7
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	297	159333	186.4	238.7
	"2011"	"2011"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1326	533914	248.4	191.4
	"2011"	"2011"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	89	63189	140.8	236.9
	"2011"	"2011"	"Kent County, MI"	"26081"	"White"	"2106-3"	867	466826	185.7	162.9
	"2011"	"2011"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	302	165999	181.9	212.9
	"2011"	"2011"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1010	435739	231.8	184.4
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	376	237543	158.3	194.1
	"2011"	"2011"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1617	694114	233.0	158.6
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	378	155814	242.6	254.1
	"2011"	"2011"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	285	139750	203.9	196.3
	"2011"	"2011"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	99	63816	155.1	227.9
	"2011"	"2011"	"Douglas County, NE"	"31055"	"White"	"2106-3"	753	382112	197.1	178.9
	"2011"	"2011"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	195	164276	118.7	166.0
	"2011"	"2011"	"Guilford County, NC"	"37081"	"White"	"2106-3"	600	271355	221.1	160.1
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	400	292666	136.7	208.2
	"2011"	"2011"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	773	483978	159.7	148.2
	"2011"	"2011"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	366	260629	140.4	204.3
	"2011"	"2011"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1433	806175	177.8	175.5
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	406	210988	192.4	229.1
	"2011"	"2011"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1331	547701	243.0	191.1
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	191	119546	159.8	218.4
	"2011"	"2011"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1082	447695	241.7	185.2
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	118	70794	166.7	254.5
	"2011"	"2011"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	963	414273	232.5	180.7
	"2011"	"2011"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	173	85147	203.2	267.7
	"2011"	"2011"	"Greenville County, SC"	"45045"	"White"	"2106-3"	698	326312	213.9	172.5
	"2011"	"2011"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	307	178004	172.5	238.3
	"2011"	"2011"	"Davidson County, TN"	"47037"	"White"	"2106-3"	785	371430	211.3	182.1
	"2011"	"2011"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	67	40803	164.2	213.1
	"2011"	"2011"	"Knox County, TN"	"47093"	"White"	"2106-3"	831	369689	224.8	190.3
	"2011"	"2011"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	900	489455	183.9	246.4
	"2011"	"2011"	"Shelby County, TN"	"47157"	"White"	"2106-3"	794	365390	217.3	167.5
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	511	281458	181.6	200.1
	"2012"	"2012"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	793	340169	233.1	167.7
	"2012"	"2012"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	450	255481	176.1	235.4
	"2012"	"2012"	"Marion County, IN"	"18097"	"White"	"2106-3"	1325	549006	241.3	208.7
	"2012"	"2012"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	84	46513	180.6	257.9
	"2012"	"2012"	"Fayette County, KY"	"21067"	"White"	"2106-3"	388	225536	172.0	161.5
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	262	162252	161.5	205.4
	"2012"	"2012"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1380	533338	258.7	196.6
	"2012"	"2012"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	77	64280	119.8	194.0
	"2012"	"2012"	"Kent County, MI"	"26081"	"White"	"2106-3"	891	470397	189.4	164.9
	"2012"	"2012"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	331	166252	199.1	229.2
	"2012"	"2012"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1001	435481	229.9	182.7
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	442	240579	183.7	215.4
	"2012"	"2012"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1663	690726	240.8	159.9
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	372	156654	237.5	248.2
	"2012"	"2012"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	289	138521	208.6	192.0
	"2012"	"2012"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	104	64778	160.5	236.7
	"2012"	"2012"	"Douglas County, NE"	"31055"	"White"	"2106-3"	772	384731	200.7	180.7
	"2012"	"2012"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	245	168140	145.7	192.1
	"2012"	"2012"	"Guilford County, NC"	"37081"	"White"	"2106-3"	623	271051	229.8	161.6
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	407	302616	134.5	199.0
	"2012"	"2012"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	753	490322	153.6	140.7
	"2012"	"2012"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	336	267775	125.5	176.8
	"2012"	"2012"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1504	811655	185.3	179.2
